,0,1,2,3,4,5,6,7
11,"6,3",,Marc Dugain,Marc DugainHonoré de Balzac,"Félix Grandet reina en su modesto hogar en Saumur, donde su esposa y su hija Eugénie llevan una existencia libre de distracciones. Extremadamente avaro, no le gustan los hombres que se apresuran a pedir la mano de su hija.",Drama,1h 43min,Eugénie Grandet
12,"5,3",,Jaclyn Bethany,Jaclyn Bethany,"En la zona rural de California, Anna organiza una fiesta de Nochevieja. Nina, una amiga de la escuela secundaria, aparece inesperadamente y María debe luchar contra sentimientos encontrados.",Drama,1h 27min,Highway 1
13,"4,1",,Vanya Rose,Vanya Rose,"Anne parece tenerlo todo, pero cuando su hijastro regresa a Montreal con una hermosa joven, Anne desarrolla una obsesión con los recién llegados, ya que teme que puedan destruir su vida privilegiada.",Drama,1h 49min,Woman in Car
14,"7,1",,Alessandro Giglio,Alessandro GiglioIvan Specchio,"Naples where life unfolds amid an incessant clamor of people, scooter horns, colors and beauty, there is a place where silence and history envelop visitors, transporting their souls on a 3,000-year-old journey: the vast underground city.",Drama,1h 21min,Black Parthenope
15,"7,7",,Lucas Vasconcelos,Lucas Vasconcelos,A man questions himself about a political doctrine during his last birthday.,Corto,12min,Nada de Bom acontece depois dos 30
16,"6,7",,Matt Gray,Matt GrayIzzy Weaver,"On her last night in town, a shy teenager sneaks out with her best friends to throw caution to the wind and confess her feelings to her longtime crush.",Comedia,1h 19min,Madison Baker Was Here
17,"8,5",,Alex Gorelik,Bill FreasAlex Gorelik,"A promising, young underground MMA fighter falls victim to substance abuse and homelessness at the height of her career. That all changes when she meets a cocky promoter who promises her the second chance she so desperately needs.",Acción,1h 5min,Knockout Girls
18,"6,5",,Ainur Askarov,Ainur Askarov,"Hockey club star Maxim Kovalev, the son of the deceased billionaire and team owner, is not used to holding back his emotions. Neither at a hockey match, nor when a traffic cop slows him down on the way to an important game and wants to arrange everything ""according to the rules"". A simple conflict turns into a fatal situation for him, which radically changes his life.... Leer todo",Drama,1h 26min,Buran
19,"8,1",,Noopur Bora,Noopur BoraYogesh Vinayak Joshi,"In Noopur Bora's Three Legged Horse, three real-life incidents shudder the city of Pune in India. A cynical Adnan, a dreamy Chandrika, and a reticent Rathore come together to form a beautiful friendship",Drama,2h 3min,Three Legged Horse
20,"4,6",,Shane Hartline,Shane Hartline,A young woman who loses her voice tries to pursue her dream of acting,Corto,13min,Cookie
21,"7,3",,Loïc Darses,Loïc DarsesLucie Simone Tremblay,"-May 20, 1980. After his father's passing, Raymond Tremblay, tax investigator, begins to suspect the funeral home of fraudulent activities. Accompanied by his daughter, little Lucy, he decides to go investigate in his native Saguenay against the backdrop of a referendum on Quebec's sovereignty.",Corto,29min,"Cercueil, tabarnak!"
22,"7,1",,Astik Dalai,Mudasir ZafarMayur MehtaHiten Tejwani,"'Nobel Peace' is a feature film exploring the dangerous social tensions arisen from religious differences and simple differences of opinion which lead to cruel, senseless violence and oppression which in turn leads to further injustices and creates a never-ending cycle of exploitation from both legal authorities as well as illegal groups. Set in a small touristic vill... Leer todo",Drama,2h 1min,Nobel Peace
23,"6,7",,Robin Wright,Jesse Chatham,"Una mujer en duelo busca una nueva vida, fuera de la red en Wyoming.","Aventura
Drama",1h 29min,En un lugar salvaje
24,"7,0",,Maxime Caperan,Maxime CaperanThomas Finkielkraut,,Corto,15min,Pornstar
25,"5,5",,Liliana Torres,Liliana Torres,"Una mujer emprende un viaje, haciendo escala en lugares como México e Italia, con la premisa de grabar entrevistas con sus exnovios para una película.",Drama,1h 19min,¿Qué hicimos mal?
26,"7,0",,Halitha Shameem,Suman Kumar,Un evento inesperado de la vida obliga a un joven a reconsiderar el pasado y sus opiniones sobre su padre.,"Comedia
Drama",2h 33min,Aelay
27,"5,9",,Alexandra Swarens,Alexandra Swarens,"Coming of age story, not a coming out story. An English teen has her life uprooted Sr. Year of High School. This small American town holds past memories from years spent there as a child & the uncertainties of teenagehood.","Drama
Romance",1h 27min,Spring
28,"6,4",,Gianluca Jodice,Gianluca Jodice,"En 1936, tras ser ascendido a federal, siendo el más joven de Italia, Giovanni Comini es convocado a Roma para una misión delicada: debe vigilar a Gabriele D'Annunzio y asegurarse de que no cause ningún problema","Biografía
Drama
Historia",1h 46min,El poeta y el espía
29,"5,9",,Rob Padilla Jr.,Marie D. Jones,Events take an unexpected turn when a young woman attends her boyfriend's graduation party at his parents' home Adapted from the Stephen King short story.,"Corto
Drama
Ciencia ficción",17min,Graduation Afternoon
30,"8,3",,Vishnuvardhan,Sandeep Shrivastava,Los eventos de la vida real del Capitán Vikram Batra (PVC) y la guerra de Kargil.,"Acción
Biografía
Drama",2h 15min,Shershaah
31,"3,8",,Brent Scott Maze,Brent Scott Maze,"One traumatic night unravels the life of a retired cycling champ into a nightmarish fever dream of murder, steroid rings, and assassins. Only a renegade detective can help him survive until sunrise.","Crimen
Drama
Suspense",1h 34min,La Flamme Rouge
32,"3,5",,S.P. Jhananathan,Aalayamani,"A farmer hell bent on a revolution locks horns with a powerful and greedy industrialist, who is responsible for the plight of farmers. Will he be able to grant his people the life they deserve?","Acción
Drama",2h 24min,Laabam
33,"5,4",,Sylvie Verheyde,Sylvie Verheyde,"París, años 60. La influencia de Madame Claude va más allá del mundo de la prostitución - hasta que una chica rica amenaza con cambiarlo todo.","Biografía
Crimen
Drama",1h 52min,Madame Claude
34,"4,1",,Nicholas Holland,Nicholas Holland,"Sam and his family are terrorized by a malicious stalker...but as an investigation mounts, he fears the attacks may be related to secrets he has violently kept from his family and detectives.","Crimen
Drama
Suspense",1h 38min,An Intrusion
35,"7,3",,Ferit Karahan,Ferit Karahan,"Set over the course of a tense day at an isolated boarding school, this moral drama follows a boy's desperate fight to save his sick friend in the face of a rigid bureaucracy.","Drama
Suspense",1h 25min,Mi mejor amigo
36,"7,7",,Irina Unger,Irina Unger,"A gold digger's second attempt of marriage to a wealthy entrepreneur goes tragically wrong. She comes to consciousness in a sacred land of a mysterious Shaman, who believes he is able to heal her battered body and restore the fabric of her lost soul. He coerces her into a spiritual quest to enlightenment, but has dark secrets of his own.",Drama,2h 13min,Soul Eclipse
37,"10,0",,Samuel C. Morrison Jr.,J. Branden Turner,A war veteran's attempt to get past his decades-long pain of unrequited love begins to affect his perception of reality.,Corto,6min,Years
38,"5,4",,José Ramón Chávez,Carla Sierra,"Su is coping with the loss of her fiance. Her therapist gives her some instructions to get over her depression. Matias and Gil, best friends of Su's dead fiance, try to help her accomplish these goals. One of them is having a female friend that allows her to connect with her feminine side. After several failed attempts, Su meets Ana, who will change Su's life.",Comedia,1h 30min,Después de Ti
39,"5,4",,Mike Cahill,Mike Cahill,"Una loca historia de amor centrada en Greg quien, tras divorciarse y ser despedido, conoce a Isabel, una mujer que vive en las calles y está convencida de que el mundo es una simulación informática.","Drama
Romance
Ciencia ficción",1h 43min,Felicidad
40,"7,2",,Yann Gozlan,Nicolas Bouvet-Levrard,"Un talentoso joven, experto en el análisis de cajas negras, tiene la misión de descubrir el motivo del accidente mortal de un nuevo modelo de avión.","Drama
Misterio
Suspense",2h 9min,Black Box
41,"6,2",,Lina Roessler,Anthony Grieco,Un autor jubilado y cascarrabias se embarca a regañadientes en una última gira de libros para ayudar a un joven editor.,"Comedia
Drama",1h 42min,Best Sellers
42,"7,1",,Travis Mills,Matthew Himlin,"One of 12 Westerns in 12 Months made during 2020, this movie explores the many amazing and horrifying stories about land pirates and thieves along the Natchez Trace in the early 1800s. The story will follow both fictional and real life characters on an adventure along the infamous road.","Drama
Historia
Del oeste",1h,Tales of the Natchez Trace
43,"3,5",,Shawn Welling,Shawn Welling,A man will become a criminal to save his family.,"Acción
Crimen
Drama",1h 33min,The Shipment
44,"5,6",,Stefano Mordini,Edoardo Albinati,"A fines de septiembre de 1975, una escuela católica de renombre en Roma para niños protegidos de clase media alta es atacada en lo que se conoció como la Masacre de Circeo. Examina lo que desencadenó la violencia.",Drama,1h 46min,La Escuela Católica
45,"5,7",,Cristina Grosan,Cristina GrosanNóra Rainer-Micsinyei,"MAJA's life is finally coming together and her BOYFRIEND couldn't be more pleased. In the midst of moving out from their student flat, Maja's evening takes a surprising turn when she stumbles upon an old relative who is without a doubt, dead. Nobody from the family is available to help, so Maja has to deal with it herself. As she waits for the authorities, SARA, Maja'... Leer todo",Comedia,1h 23min,Things Worth Weeping For
46,"7,3",,Tatiana Huezo,Jennifer Clement,"La vida en una ciudad en guerra vista a través de los ojos de tres jóvenes, quienes han iniciado el camino hacia la adolescencia.",Drama,1h 51min,Noche de fuego
47,"5,6",,Hlumela Matika,Mbulelo GrootboomMasego NalediNoluthando Ndlovu,A coming of age story. The eldest daughter Khanya has her period while waiting out her fathers horse gambling addiction. Film explores the tensions in father daughter relationships.,Corto,14min,Tab
48,"7,7",,Joachim Trier,Eskil Vogt,"Explora cuatro años en la vida de Julie, una joven que navega por las turbulentas aguas de su vida amorosa y lucha por encontrar su camino profesional, lo que la lleva a tener una visión realista de quién es realmente.","Comedia
Drama
Romance",2h 8min,La peor persona del mundo
49,"3,5",,Joth Riggs,Ernesto Melara,Taylor place la fille d'une femme Colombienne dans un programme de protection des témoins car elle doit témoigner contre un puissant réseau de drogue.,"Acción
Drama
Suspense",1h 22min,Night of The Sicario
50,"6,6",,Aleksandra Terpinska,Dorota MaslowskaAleksandra Terpinska,"Drama urbano ambientado en la Varsovia contemporánea que representa un triángulo amoroso entre un aspirante a rapero Kamil, su novia sexy Anecia y una esposa trofeo Iwona.",Drama,1h 46min,Inni ludzie
51,"6,0",,Axelle Ropert,Axelle Ropert,"Una joven rodeada de amor, pero también atrapada en la ruptura de sus padres y el impacto de su divorcio en su propia búsqueda del amor.",Drama,1h 26min,Petite Solange
52,"3,8",,Chris Chan Lee,Chris Chan Lee,"Desperate to reconcile with his estranged wife, Elliot stops at a desert motel where he encounters Greta, an uncanny woman on the run from a mysterious past.","Misterio
Ciencia ficción",2h 1min,Silent River
53,"6,0",,Benjamin Steiger Levine,Greg KaufmanBenjamin Steiger Levine,Marco and Polo Go Round is a comedic love story with a very surreal twist. A couple confronts the difficulties in their relationship as gravity turns on its head and their world literally falls apart around them.,Animación,12min,Marco & Polo Go Round
54,"4,8",,Jeffrey Hidalgo,Dustin Celestino,"Katja, a member of the sexy dance group has a wardrobe malfunction on a noontime show. She and her boyfriend, Carlito find themselves at the center of a media circus that eventually results in a brutal and very public murder. The movie is about the ruthless tendency of the entertainment industry to make a spectacle out of scandal and tragedy. It's about the lengths pe... Leer todo",Crimen,1h 25min,General Admission
55,"6,1",,Jake Wachtel,Jake Wachtel,"In this Buddhist sci-fi mystery set in near-future Phnom Penh, a young Cambodian detective untangles a link between her friend's past-life dreams of a lost gold artifact and a neuroscientist's determination to attain digital enlightenment.","Drama
Ciencia ficción",1h 41min,Karmalink
56,"6,2",,Jens Sjögren,Jakob Beckman,"Hijo de inmigrantes balcánicos, Zlatan Ibrahimovic, nacido en Suecia y tras una infancia difícil, se convierte en el icónico campeón de fútbol sueco de las últimas décadas.","Biografía
Drama
Deporte",1h 40min,Jag är Zlatan
57,"4,9",,Noel David Taylor,Noel David Taylor,"Set against the backdrop of a comically surreal and anachronistic LA, a beleaguered young man tries to write a movie but instead gets pulled into everyone else's projects as he hallucinates his way through a bizarre indie film scene.",Comedia,1h 19min,Man Under Table
58,"5,7",,Douglas B. Maddox,Simon K. Parker,"Sometimes hope is all you need, but sometimes it can be hard to find. Faced with the death of her beloved grandmother, Lizzy now focuses on the farm, her horses, and three-day eventing. With her upcoming marriage to James threatened and challenged by a beautiful girl from his past, Lizzy must learn to stand on her own two feet but with Legacy by her side she can do it... Leer todo","Animación
Drama
Familiar",1h 43min,Hope's Legacy
59,"4,7",,Marcella Cytrynowicz,Marcella Cytrynowicz,"Set in middle America, a small town, low-income suburbia.","Drama
Romance
Suspense",1h 30min,American Cherry
60,"5,8",,Balázs Krasznahorkai,Balázs KrasznahorkaiBalázs LengyelBalázs Lovas,"Hungarian obstetrician Bálint Grassai left his native village in Maramures, Romania many years ago to attend medical school in Budapest. He also left behind a son he never met, the result of a short affair with a local woman. At Easter, when Bálint returns to bury his father, he is faced with deciding the fate of his abandoned son. Simon is now a self-destructive and ... Leer todo",Drama,1h 32min,Hasadék
61,"4,9",,Mark Raso,Joseph Raso,"El mundo queda sumido en el caos cuando un misterioso suceso hace que todos los dispositivos electrónicos dejen de funcionar y las personas no puedan dormir. Pero Jill, una exsoldado con un pasado turbulento, podría tener la única clave para encontrar la cura.","Acción
Aventura
Drama",1h 36min,Disomnia
62,"2,7",,Muammer Kocak,Muammer Kocak,,Drama,1h 25min,Road of Dreams
63,"5,2",,Alana Waksman,Alana Waksman,"Cuando Rae, de 22 años, descendiente de sobrevivientes del Holocausto, es atacada por neonazis en Billings, Montana, el trauma de sus antepasados se vuelve real.",Drama,1h 21min,We Burn Like This
64,"5,7",,Vibeke Muasya,Siobhan Fallon Hogan,"Barbara O'Brien, una madre católica irlandesa, tiene su vida patas arriba cuando su hijo, un estudiante de primer año en la universidad, se ve involucrado en un trágico incidente de novatos.","Crimen
Drama
Misterio",1h 41min,La furia de una madre
65,"5,9",,Christophe Hermans,Christophe HermansArthur LoustalotNoëmie Nicolas,"A closed session between Alice, a mother, and her two daughters.",Drama,1h 21min,La ruche
66,"6,7",,Ana Johann,Ana JohannAlana Rodrigues,"Renata lives isolated in the countryside with her teenage daughter and her husband, conceiving fear as a common feeling. The arrival of a stranger awakens in her the desire for all that was asleep.",Drama,1h 39min,A Mesma Parte de Um Homem
67,"4,8",,Riley Warmoth,Riley Warmoth,Follows a seventeen-year-old girl who struggles to find her place in the world.,Drama,1h 16min,West Michigan
68,"6,0",,Dylan McCormick,Dylan McCormick,"Seeking redemption, a middle aged man drives cross the country in search of the daughter he abandoned as a child.","Drama
Romance",1h 29min,Sometime Other Than Now
69,"8,0",,Jonatan Egholm Keis,Jonatan Egholm Keis,"Villiam goes on a trip to a vacation house with Bjørn and his friends only to discover that things are not the way they used to be between them, and that Bjørn has invited him for a very specific reason.",Corto,34min,"Sail On, My Love"
70,"5,7",,Kelly Walker,Kelly Walker,"Devastated by the unexpected suicide of her best friend Fiona, Jane helps Fiona's widow care for their son. The relationship develops from a friendship to a deeper affair that's potentially catastrophic to the healing of all involved.",Drama,1h 27min,My Fiona
71,"7,0",,Bastien Solignac,Bastien Solignac,"Eighteen-year-old Étienne is trying to find his place in his family. His father, a former skinhead, can no longer stand his son's indolent, lazy, dreamy and nocturnal behavior.",Corto,28min,Apatrides
72,"9,2",,Jaimin Bal,Ranju Cyclone,Shouting Silence is a multi language Crime/Thriller/Drama film written and directed by Jaimin Bal And produced by Jaimin Bal and Neha Desai under the banner of Hiranyagarbha Motion Pictures. The film is going to release by the end of 2021.,Crimen,1h 35min,Shouting Silence
73,"7,3",,Shadab Khan,Shadab Khan,"After migrating illegally to Canada, Rabia crosses paths with a young girl Olivia, and forms an unlikely bond. But what happens when Rabia goes missing one day?",Drama,1h 26min,Rabia and Olivia
74,"6,3",,Javier van de Couter,Anahí BerneriJavier van de Couter,"Pablo and Rodrigo are thirty years old and are the real survivors of a student massacre in a town in Argentine Patagonia. Fifteen years ago, one of his classmates entered the school and, having seized his military father's gun, fired at close range, inaugurating the first school massacre in Latin America. Pablo and Rodrigo never saw the former comrade who shot them ag... Leer todo",Drama,1h 20min,Implosion
75,"3,5",,Spencer King,Spencer King,"Una joven madre regresa a su lejana ciudad natal de Detroit tras la repentina muerte de su hermano gemelo. Se vuelve cercana a su grupo de amigos, descubriendo pronto, que su muerte no es lo que parece.","Drama
Suspense",1h 30min,Time Now
76,"4,5",,Joston Theney,Joston Theney,"An affectless writer is lured to a couples weekend getaway by his wife and friends, only to uncover a tumultuous secret and a perilous obsession that threaten to change the course of his life in intense and surprising ways.","Drama
Fantasía
Romance",1h 32min,Wanton Want
77,"9,3",,Abigail Prade,Abigail Prade,A Vietnamese woman enters a marriage of convenience with a disabled American war veteran and struggles to balance her new life with her personal desires.,Corto,20min,A Mutual Understanding
78,"8,6",,Ian Scott Clement,Gourav BasnetIan Scott ClementSuraj Mainali,"After his father is fired for writing a report on Nepal's agricultural industry, a young man has his life spiral into a nightmare as a series of mysterious and disturbing events plunges him deep into the horrifying secrets of his past.",Drama,1h 21min,Basenji
79,"3,5",,Steven M. Smith,Christopher Jolley,Harry Price investigates the ghosts of Borley Rectory during his stay there.,"Drama
Terror
Misterio",1h 20min,The Ghosts of Borley Rectory
80,"8,2",,Jannette Bloom,Jannette Bloom,"Ten years after a failed music career, Sylvie runs into her former bandmate David, now busking and living in a tent on the streets of Portland, and offers him a place to stay for three days while her husband is away.",Drama,1h 44min,Sing to Me Sylvie
81,"6,3",,Cyprian T. Olencki,Tomasz Dembicki,Un acontecimiento del pasado separa el destino de tres amigos.,"Acción
Crimen
Drama",2h 19min,Furioza
82,"6,0",,Skinner Myers,Skinner Myers,"Enfrentado a una serie de incidentes racialmente cargados, un joven negro debe superar la ira, la alienación y la desesperanza para encontrar su propia humanidad.",Drama,1h 13min,The Sleeping Negro
