,0,1,2,3,4,5,6,7
322,5.8,45%,Michel Gondry,Seth Rogen,"Following the death of his father, Britt Reid, heir to his father's large company, teams up with his late dad's assistant Kato to become a masked crime fighting team.","Action
Comedy
Crime",1h 59m,The Green Hornet
323,5.0,80%,Adrien Crespon,Ariane AggiagePhilippe PeythieuBernard Tiphaine,What if mankind's original sin wasn't stealing the Fruit of Knowledge but accidentally destroying the Tree?,Animation,6m,Eden
324,3.8,20%,Robin Hardy,Robin Hardy,"Charmed by the residents of Tressock, Scotland, two young missionaries accept the invitation to participate in a local festival, fully unaware of the consequences of their decision.","Drama
Horror",1h 36m,The Wicker Tree
325,6.1,51%,Bruce Robinson,Bruce Robinson,American journalist Paul Kemp takes on a freelance job in Puerto Rico for a local newspaper during the 1960s and struggles to find a balance between island culture and the expatriates who live there.,"Comedy
Drama",1h 59m,The Rum Diary
326,7.1,60%,Shawn Levy,John Gatins,"In a near future where robot boxing is a top sport, a struggling ex-boxer feels he's found a champion in a discarded robot.","Action
Drama
Sci-Fi",2h 7m,Real Steel
327,6.6,30%,Margaret Whitton,Roger Towne,"A man in search of his past, and a woman who lives in the moment, are brought together when they pursue the origins of a stray parrot in this comedic and romantic drama.","Drama
Romance",1h 48m,A Bird of the Air
328,6.5,99%,Kenneth Lonergan,Kenneth Lonergan,"A young woman witnesses a bus accident, and is caught up in the aftermath, where the question of whether or not it was intentional affects many people's lives.","Drama
Mystery",2h 30m,Margaret
329,6.9,45%,Stephen Daldry,Eric Roth,"A nine-year-old amateur inventor, Francophile, and pacifist searches New York City for the lock that matches a mysterious key left behind by his father, who died in the World Trade Center on September 11, 2001.","Adventure
Drama
Mystery",2h 9m,Extremely Loud & Incredibly Close
330,6.8,85%,Terrence Malick,Terrence Malick,"The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings.","Drama
Fantasy",2h 19m,The Tree of Life
331,5.6,12%,Paul Johansson,Brian Patrick O'Toole,Railroad executive Dagny Taggart and steel mogul Henry Rearden form an alliance to fight the increasingly authoritarian government of the United States.,"Drama
Mystery
Sci-Fi",1h 37m,Atlas Shrugged: Part I
332,5.2,68%,Ryan Combs,Ryan Combs,"The ""Latin Dragon"" does it again this roller coaster ride of martial arts action. Police Detective Bobby Giovanni's wife has been murdered, his children taken into care and he wants revenge.","Action
Crime
Drama",1h 40m,Double Tap
333,7.8,93%,Nicolas Winding Refn,Hossein Amini,A mysterious Hollywood action film stuntman gets in trouble with gangsters when he tries to help his neighbor's husband rob a pawn shop while serving as his getaway driver.,"Action
Drama",1h 40m,Drive
334,6.6,80%,Al Pacino,Al Pacino,"A tale of lust, greed, and one woman's scorn.","Documentary
Drama",1h 35m,Wilde Salomé
335,3.5,83%,Rajnish Thakur,Shweta BhardwajMimoh ChakrabortyPrem Chopra,Four burglars end up stealing a vehicle from robbers as well as unknowingly breaking in the house of a notorious gangster.,Action,1h 50m,Loot
336,5.9,30%,Alister Grierson,John Garvin,An underwater cave diving team experiences a life-threatening crisis during an expedition to the unexplored and least accessible cave system in the world.,"Action
Adventure
Drama",1h 48m,Sanctum
337,5.5,24%,Angel Gracia,Fina Torres,"A Latina spin on Jane Austen's ""Sense and Sensibility"": two spoiled sisters who have been left penniless after their father's sudden death are forced to move in with their estranged aunt in East Los Angeles.","Action
Comedy
Drama",1h 47m,From Prada to Nada
338,7.5,93%,Martin Scorsese,John Logan,"In 1931 Paris, an orphan living in the walls of a train station gets wrapped up in a mystery involving his late father and an automaton.","Adventure
Drama
Family",2h 6m,Hugo
339,6.7,72%,Joe Wright,Seth Lochhead,"A sixteen-year-old girl who was raised by her father to be the perfect assassin is dispatched on a mission across Europe, tracked by a ruthless intelligence agent and her operatives.","Action
Adventure
Drama",1h 51m,Hanna
340,6.6,52%,Andrew Stanton,Andrew Stanton,"Transported to Barsoom, a Civil War vet discovers a barren planet seemingly inhabited by 12-foot tall barbarians. Finding himself prisoner of these creatures, he escapes, only to encounter Woola and a princess in desperate need of a savior.","Action
Adventure
Sci-Fi",2h 12m,John Carter
341,7.0,64%,Christopher McQuarrie,Lee Child,A homicide investigator digs deeper into a case involving a trained military sniper responsible for a mass shooting.,"Action
Mystery
Thriller",2h 10m,Jack Reacher
342,6.9,71%,Marc Webb,James Vanderbilt,"After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe.","Action
Adventure
Sci-Fi",2h 16m,The Amazing Spider-Man
343,7.0,84%,Steve Bonich,Elizabeth BanksLiam HemsworthJosh Hutcherson,"Official video released by Lionsgate showcasing highlights from the The Hunger Games European Premiere, which took place on March 14, 2012, at London's O2. Actors Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Elizabeth Banks and Toby Jones were in attendance.",Action,2012,The Hunger Games Premiere
344,5.8,50%,Antonio Negret,Michael Gilvary,"A gang of bank robbers hide their loot in the car of a family going camping. They chase down the family to kill them and get the loot back, but run into a fight.","Action
Crime
Thriller",1h 28m,Transit
345,7.8,92%,Sam Mendes,Neal Purvis,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.","Action
Adventure
Thriller",2h 23m,Skyfall
346,4.8,40%,David Ren,Larry Madill,"When Sandy, a call girl at ""The Naked Eye"", ends up dead, her friend and only ally in the world, Jake, goes on a manhunt to find out who killed her.","Action
Crime
Mystery",1h 24m,The Girl from the Naked Eye
347,6.6,56%,Tony Gilroy,Tony Gilroy,"An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films.","Action
Adventure
Thriller",2h 15m,The Bourne Legacy
348,7.2,85%,Phil Lord,Michael Bacall,A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.,"Action
Comedy
Crime",1h 49m,21 Jump Street
349,5.3,15%,Dan Bradley,Carl Ellsworth,A group of teenagers look to save their town from an invasion of North Korean soldiers.,"Action
Drama
War",1h 33m,Red Dawn
350,5.4,51%,RZA,RZA,"On the hunt for a fabled treasure of gold, a band of warriors, assassins, and a rogue British soldier descend upon a village in feudal China, where a humble blacksmith looks to defend himself and his fellow villagers.",Action,1h 35m,The Man with the Iron Fists
351,5.1,51%,Bobby Farrelly,Mike Cerrone,"While trying to save their childhood orphanage, Moe, Larry, and Curly inadvertently stumble into a murder plot and wind up starring in a reality television show.","Comedy
Family",1h 32m,The Three Stooges
352,5.8,34%,Cal Brunker,Bob Barlen,"Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet, Earth.","Animation
Adventure
Comedy",1h 29m,Escape from Planet Earth
353,5.9,78%,Jay Duplass,Jay Duplass,Two brothers compete in their own private 25-event Olympics.,"Comedy
Sport",1h 30m,The Do-Deca-Pentathlon
354,7.0,44%,Genndy Tartakovsky,Peter Baynham,"Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teenaged daughter.","Animation
Adventure
Comedy",1h 31m,Hotel Transylvania
355,2.8,0%,Sascha Hartmann,Tessa Hartmann,"A retired veterinarian living in a remote Scottish village encounters a goat who thinks he's a dog, an Admiral who's afraid of the water, and a beaver who was raised by rabbits.","Animation
Adventure
Comedy",1h 16m,Sir Billi
356,6.0,50%,Walter Salles,Jack Kerouac,"Young writer Sal Paradise has his life shaken by the arrival of free-spirited Dean Moriarty and his girl, Marylou. As they travel across the country, they encounter a mix of people who each impact their journey indelibly.","Adventure
Drama
Romance",2h 4m,On the Road
357,7.9,86%,Ang Lee,Yann Martel,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.","Adventure
Drama
Fantasy",2h 7m,Life of Pi
358,5.9,40%,Anthony Hemingway,John Ridley,"A crew of African American pilots in the Tuskegee training program, having faced segregation while kept mostly on the ground during World War II, are called into duty under the guidance of Col. A.J. Bullard.","Action
Drama
History",2h 5m,Red Tails
359,7.1,77%,Kirk DeMicco,Kirk DeMicco,"After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.","Animation
Adventure
Comedy",1h 38m,The Croods
360,6.5,76%,Frank Miller,Frank Miller,Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,"Action
Crime
Thriller",1h 42m,Sin City: A Dame to Kill For
361,3.5,42%,Brian Thompson,Brian Thompson,A struggling and publicly disgraced Hollywood icon gets another shot at mega stardom when he is hired to star and direct an action movie in Uzbekistan.,Comedy,1h 28m,The Extendables
362,5.0,88%,Phil Donlon,Phil Donlon,"Racial family conflict results in a horrific car accident that leaves Marcus Wells a successful African American executive, proud husband and father--alone, in a secret world of guilt and despair, while he cares for his wife's incapacitated grandmother. Displaced from city to farm life, Marcus faces his darkest fears, his wife's vengeful grandmother, and the truth abo... Read all",Drama,55m,The Man in the Silo
363,5.0,81%,Ramin Bahrani,Ray Bradbury,"In a terrifying care-free future, a young man, Guy Montag, whose job as a fireman is to burn all books, questions his actions after meeting a young woman - and begins to rebel against society.","Drama
Sci-Fi
Thriller",1h 40m,Fahrenheit 451
364,"8,8",93%,Rojin Thomas,Rojin Thomas,"Oliver Twist quiere ser un experto en tecnología y convertirse en un mejor compañero para sus dos hijos, que pasan más tiempo en sus teléfonos que con sus seres queridos.","Drama
Familiar",2h 38min,#Home
365,"7,9",28%,Alexandr Borecky,Alexandr Borecky,"Three friends, that had known each other since they were little kids, have decided to spend a night out together. Leo, a person that relies heavily on their friendship, is realising how much he has been lacking behind in his life when he sees his how much his friends grew as people, outside their little circle. This makes Leo reconsider his approach to life and also m... Leer todo",Corto,18min,Origin
366,"7,0",100%,Akira Hashimoto,Kazuyuki Fudeyasu,"Cuando un poder siniestro se cierne sobre la Tierra tras un eclipse solar total, las Guardianas deben devolver la luz al mundo.","Animación
Acción
Aventura",2h 40min,Pretty Guardian Sailor Moon Eternal: La película
367,"3,3",63%,Jonathan Ogilvie,Jonathan Ogilvie,"In the near-future, where constant surveillance is the norm, a group of activists plan an act of urban terrorism, unaware that they may be lured into a trap.","Drama
Ciencia ficción
Suspense",1h 43min,Lone Wolf
368,"4,3",57%,Raja Gosnell,Bradley Gosnell,"Based on the original play, Gun and a Hotel Bible is a provocative film about a man on the verge of a violent act, and his encounter with a personified hotel bible.",Drama,58min,Gun and a Hotel Bible
369,"6,3",78%,Michael Fimognari,Katie Lovejoy,"Mientras Lara se prepara para el fin de su etapa en el instituto y el comienzo de la vida adulta, un par de viajes trascendentales la llevan a replantearse cómo será la vida después de la graduación.","Comedia
Drama
Romance",1h 56min,A todos los chicos: Para siempre
370,"5,8",44%,Tarik Saleh,J.P. Davis,"Un sargento de las Fuerzas Especiales de EE. UU. dado de baja, James Harper, lo arriesga todo por su familia cuando se une a una organización contratista privada.","Acción
Drama
Suspense",1h 43min,El contratista
371,"7,6",87%,Mani Ratnam,Mani Ratnam,Las conspiraciones y la lucha por el poder entre los personajes principales y los que los rodean forman la base de esta historia.,"Acción
Aventura
Drama",2h 47min,Ponniyin Selvan: Part One
372,"7,0",90%,Robert Eggers,Sjón,Un joven príncipe vikingo se embarca una cruzada para vengar el asesinato de su padre.,"Acción
Aventura
Drama",2h 17min,El hombre del norte
373,"5,0",80%,John V. Soto,Adam Enslow,Una arquera talentosa debe rescatar a su esposo e hija después de que son secuestrados durante una feroz invasión.,"Acción
Suspense",1h 28min,Avarice
374,"5,2",69%,Nelson Dilipkumar,Nelson Dilipkumar,"Después de que un centro comercial en Chennai es secuestrado por terroristas que retienen a los visitantes como rehenes, un espía también atrapado en el centro comercial decide salvar a los rehenes eliminando a los terroristas.","Acción
Comedia
Crimen",2h 35min,Beast
375,"6,8",86%,Matt Szakal,Melinda Bryce,"Una noche de Halloween, un hombre de Detroit se adentra en una odisea de sus recuerdos y sueños, en busca de los hombres que le dejaron morir en el maletero de un coche. Un fan film dedicado a la serie de culto ""The Crow"" de James O'Barr.","Acción
Misterio
Suspense",1h 30min,Crow
376,"8,3",100%,Vetrimaaran,Jayamohan,A police officer is recruited to capture the leader of a separatist group.,"Acción
Crimen
Drama",2h 30min,Viduthalai Part 1
377,"3,7",33%,Daniel Zirilli,Tom Jolliffe,"Cuando un soldado retirado de los Boinas Verdes es asesinado por una banda internacional de narcotraficantes en Londres, cuatro de sus camaradas veteranos del SAS se disponen a vengarlo.","Acción
Crimen
Suspense",1h 31min,Renegades
378,"5,3",20%,Abhishek Sharma,Chandra Prakash Dwivedi,Un arqueólogo ateo convertido en creyente debe correr contra el tiempo para demostrar la verdadera existencia del legendario Ram Setu antes de que las fuerzas del mal destruyan el pilar de la herencia de la India.,"Acción
Aventura",2h 20min,Ram Setu
379,"5,7",29%,Martin Campbell,Dario Scardapane,Un asesino a sueldo descubre que se ha convertido en un objetivo después de que se niega a completar un trabajo para una peligrosa organización criminal.,"Acción
Crimen
Suspense",1h 54min,La memoria de un asesino
380,"4,4",0%,Mohit Suri,Mohit Suri,The story of two men in one sided love. The paths they choose to fulfill their love stories decide who the Hero is and who is the Villain.,"Acción
Crimen
Romance",2h 9min,Ek Villain Returns
381,"6,7",73%,Tommy Wirkola,Pat Casey,"Cuando un grupo de mercenarios ataca la propiedad de una familia adinerada, Santa Claus debe intervenir para salvar el día (y la Navidad).","Acción
Comedia
Suspense",1h 52min,Noche de paz
382,"4,1",53%,Andrew Baird,Ben Conway,"Freddy, un delincuente de poca monta, huye con una bolsa llena de dinero y coca. Está muy mal herido. Con una bala en las tripas se le está acabando el tiempo.","Acción
Suspense",1h 35min,One Way
383,"6,8",50%,Sailesh Kolanu,Girish Kohli,"Vikram is a 32-year-old cop. While he is battling with his own traumatic past, the stakes get high when a girl called Preethi mysteriously disappears in Hyderabad and Vikram has to solve the case at any cost.","Acción
Crimen
Drama",2h 12min,HIT: The First Case
384,"3,9",30%,David Beton,David Beton,"Una iglesia, un cura, un herido y su arma cargada. Intenso suspenso durante una noche en la que debe tener lugar una confesión vengativa.","Acción
Suspense",1h 20min,Confession
385,"4,7",50%,Jesse Edwards,Jesse Edwards,"To save her dying mother, Lupe, a Mexican-Navajo mechanic bands together with an outlaw cowgirl. Together they must travel across the desert, outrun criminals, and confront a corrupt landowner.","Acción
Del oeste",1h 45min,The Stolen Valley
386,"3,4",29%,Steven Luke,Steven Luke,"En los últimos días de la Segunda Guerra Mundial, Alemania, desesperada por un último intento de derrotar a las potencias aliadas, formó la Armada alemana y los últimos submarinos restantes, para una última misión, atacar Estados Unidos.","Acción
Aventura
Historia",1h 27min,Operación Seawolf
387,"6,2",59%,Felix Chong,Felix Chong,Se descubre una conspiración criminal cuando la bolsa se desploma.,"Acción
Crimen
Drama",2h 6min,Goldfinger
388,"5,4",10%,Robert Luketic,Bob DeRosa,"Una mujer de vacaciones conoce al hombre ideal, con el que rápidamente se casa. De vuelta en casa, su idilio se desvanece cuando descubren que sus vecinos podrían ser asesinos a sueldo contratados para matarlos.","Acción
Comedia
Romance",1h 40min,Killers
389,"6,8",51%,Joseph Kosinski,Edward Kitsis,"El hijo del diseñador de un mundo virtual va en busca de su padre y acaba en el mundo que su padre creó, donde conoce a su corrupta creación y a un aliado que ha nacido en este universo.","Acción
Aventura
Ciencia ficción",2h 5min,Tron: Legacy
390,"7,0",66%,Jeff Tremaine,Jeff Tremaine,"Los chicos de Jackass han vuelto, así que prepárate para contemplar, desde una distancia segura e higiénica, las increíbles, explícitas y no censuradas actividades de estos entrañables idiotas.","Documental
Acción
Comedia",1h 34min,Jackass 3D
391,"6,2",66%,Harald Zwart,Christopher Murphey,"Una madre soltera tiene que mudarse a China con su hijo por trabajo. En su nuevo hogar, el niño se acoge al kung-fu bajo el tutelaje de un maestro.","Acción
Drama
Familiar",2h 20min,The Karate Kid
392,"6,4",37%,Pierre Morel,Adi Hasak,"En París, un joven empleado de la oficina del embajador de los Estados Unidos se involucra con un espía estadounidense que busca detener un ataque terrorista en la ciudad.","Acción
Crimen
Suspense",1h 32min,Desde París con amor
393,"6,4",72%,Christopher Smith,Dario Poloni,"Ambientada en la época del primer brote de peste bubónica en Inglaterra, a un joven monje se le encomienda la tarea de averiguar la verdad sobre los informes de personas que vuelven a la vida en un pequeño pueblo.","Acción
Drama
Historia",1h 42min,Black Death (Garra negra)
394,"6,1",18%,Guy Moshe,Boaz Davidson,Un joven se ha pasado la vida buscando venganza solo para enfrentarse a un desafío mayor del que esperaba.,"Acción
Drama
Suspense",2h 4min,Bunraku
395,"6,9",52%,Zack Snyder,John Orloff,"Cuando un joven búho es secuestrado por un ejército de búhos malvados, debe escapar con nuevos amigos y buscar a los legendarios Guardianes para detener la amenaza.","Animación
Acción
Aventura",1h 37min,Ga'Hoole La leyenda de los guardianes
396,"5,8",21%,Paul W.S. Anderson,Paul W.S. Anderson,"Mientras sigue intentando destruir a la malvada Corporación Umbrella, Alice se une a un grupo de supervivientes que viven en una prisión rodeada de infectados que también quieren trasladarse al misterioso refugio conocido como Arcadia.","Acción
Terror
Ciencia ficción",1h 36min,Resident Evil: Ultratumba
397,"7,3",67%,Jaret Martino,Jaret MartinoAlexa Petito,"A middle school student is forced to move schools after horrific bullying, despite processing grief and making a huge transition she's able to clear the way for a brighter future.",Corto,13min,The Worst Day of My Life
398,"5,4",95%,Ilker Savaskurt,Mehmet Kala,"A quirky receptionist in a hotel in Istanbul welcomes guests as they tumble upon their daily struggles, all to end up in a mix of chaos and dread after the arrival of a mysterious man who declares that he is their patron Saint.","Drama
Misterio
Suspense",1h 49min,Reflection
399,"5,9",20%,A.L. Vijay,Vijayendra Prasad,A biopic on the late Tamil Nadu Chief Minister J Jayalalithaa.,"Biografía
Drama",2h 33min,Thalaivi
400,"6,7",84%,Gil Kenan,Ol Parker,"En esta historia sobre el origen de Papá Noel, un niño corriente emprende una aventura extraordinaria para encontrar a su padre, entregado a la búsqueda de la legendaria aldea de Elfhelm.","Aventura
Drama
Familiar",1h 46min,El chico que salvó la Navidad
401,"5,7",48%,Ferdinando Cito Filomarino,Kevin A. Rice,"Después de un fatídico accidente de tráfico en Grecia, el turista estadounidense Beckett debe darse a la fuga para evitar que lo maten, pues se ha visto implicado en una peligrosa conspiración política.","Acción
Crimen
Drama",1h 50min,Beckett
402,"7,2",93%,Juho Kuosmanen,Rosa Liksom,"Mientras un tren se dirige al Círculo Polar Ártico, dos extraños comparten un viaje que les cambiará su perspectiva de la vida.","Drama
Romance",1h 47min,Compartimento nº 6
403,"5,9",100%,Urenna Amadi,Amadi Chris,"Even in this contemporary world, modernized slavery is still the order of the day. People voluntarily work for pay but end up receiving hatred, humiliation, denial, and hardship. However, time has got its ways of healing all wounds.",Drama,1h 21min,Not a Slave
404,"8,4",95%,Shoojit Sircar,Shubhendu Bhattacharya,"Un viaje biográfico que describe en detalle las dos décadas que pasó el revolucionario, Sij Punjabi Udham Singh, planeando el asesinato del hombre responsable de la masacre de Jallianwala Bagh.","Biografía
Crimen
Drama",2h 44min,Sardar Udham
405,"6,8",94%,Jane Campion,Jane Campion,"El carismático ranchero Phil Burbank inspira temor y asombro en quienes lo rodean. Cuando su hermano trae a casa una nueva esposa y su hijo, Phil los atormenta hasta que se ve expuesto a la posibilidad del amor.","Drama
Del oeste",2h 6min,El poder del perro
406,"8,8",100%,M. Manikandan,M. Manikandan,The last active farmer in a remote village tries to hold out against a property developer.,Drama,2h 2min,Kadaisi Vivasayi
407,"5,9",81%,Harry Wootliff,Harry Wootliff,Sigue a una joven que vive al margen de la sociedad y que se deja embriagar por un desconocido que anula su tranquila vida.,Drama,1h 42min,True Things
408,"6,2",0%,Rumi Jaffery,Rumi Jaffery,"Un octogenario tiene la afición por los juegos de la vida real sobre aciertos y errores. Un vistazo a las decisiones que uno toma a lo largo de su vida y el hecho de que cada decisión tiene sus repercusiones, su audiencia y su juicio.","Drama
Misterio
Suspense",2h 19min,Chehre
409,"5,9",29%,Michael Mailer,Vojin Gjaja,"Durante su último año en una universidad de la Ivy League en 1999, la vida de un grupo de amigos y compañeros de equipo cambia para siempre cuando un veterinario del ejército asume el cargo de entrenador de su disfuncional equipo de remo.","Drama
Deporte",1h 59min,Heart of Champions
410,"5,2",37%,Darren Lynn Bousman,Josh Stolberg,Una mente sádica da rienda suelta a una forma retorcida de justicia; el aterrador nuevo capítulo del Libro de Saw.,"Terror
Misterio
Suspense",1h 33min,Spiral. Saw
411,"6,3",67%,Ben Sombogaart,Marian Batavier,"Las memorias de la amiga de Ana Frank, Hannah Goslar.",Drama,1h 43min,Mi gran amiga Ana Frank
412,"8,0",94%,Sian Heder,Sian Heder,"Como hija de adultos sordos, Ruby es la única persona oyente en su familia. Cuando el negocio pesquero de la familia se ve amenazado, Ruby se encuentra dividida entre perseguir su amor por la música y su miedo a abandonar a sus padres.","Comedia
Drama
Música",1h 51min,CODA: Los sonidos del silencio
413,"6,8",95%,Jan Verheyen,Lien Willaert,"William and Olga are given the shock diagnosis that their only daughter Sandra (6) has MLD, a rare muscular disease. She has roughly one year to live. As the family's world crumbles, the father refuses to give up hope and starts a fierce battle against the pharma industry.",Drama,1h 47min,Red Sandra
414,"5,3",57%,Alejandro Hidalgo,Alejandro Hidalgo,Un sacerdote estadounidense que trabaja en México es poseído durante un exorcismo y termina cometiendo un acto terrible.,"Drama
Terror",1h 38min,El exorcismo de Dios
415,"6,2",49%,Martin Bourboulon,Caroline Bongrand,"El gobierno le está pidiendo a Eiffel que diseñe algo espectacular para la Exposición Universal de París de 1889, pero Eiffel simplemente quiere diseñar el metro.","Biografía
Drama
Historia",1h 48min,Eiffel
416,"4,1",100%,Clayton Scott,Clayton Scott,"En Skidmore (Missouri), dos reporteros descubren nuevos detalles sobre la desaparición hace diez años de Susie Potter y se obsesionan por averiguar la verdad.","Drama
Misterio
Suspense",1h 32min,Below the Fold
417,"5,6",67%,Kris Niklison,Kris Niklison,"In a remote and arid place, three people lead a monotonous life. Every day the man and his peon go to plow the land while the woman feeds the animals and washes the clothes. When an unexpected event breaks that routine, oppression and cruelty will manifest themselves without limits.",Corto,19min,Dogs
418,"6,6",86%,Kirill Serebrennikov,Alexey Salnikov,"Un día en la vida de un dibujante y su familia en la Rusia post-soviética. Mientras sufre de gripe, Petrov es llevado por su amigo Igor a una larga caminata, entrando y saliendo de la fantasía y la realidad.","Drama
Ciencia ficción",2h 25min,Petrov's Flu
419,"6,5",88%,J.P. Watts,J.P. Watts,"Durante la Primera Guerra Mundial, un grupo de mineros británicos son reclutados para hacer túneles y colocar bombas en la zona del frente alemán para poder poner fin a la Batalla de Messines.","Drama
Historia
Bélico",1h 36min,The War Below
420,"5,8",89%,Kate Dolan,Kate Dolan,"En el norte de Dublín, la madre de Char desaparece misteriosamente. Cuando regresa por la noche, Char tendrá que luchar por descubrir la verdad de su desaparición y desenterrar los oscuros secretos de su familia.","Drama
Terror",1h 33min,You Are Not My Mother
421,"6,9",100%,Ainsley Gardiner,Patricia Grace,"Entwines the very different lives of three Maori girls, cousins, through tumultuous decades, after one of them is taken from her family and raised in an orphanage.",Drama,1h 38min,Cousins
422,"7,4",93%,Xavier Giannoli,Xavier Giannoli,"Un joven poeta va en busca de fortuna con grandes esperanzas para el futuro, probando suerte en París bajo el ala protectora de una baronesa.","Drama
Romance",2h 29min,Las ilusiones perdidas
423,"6,7",90%,Leon Lee,Leon Lee,"When the Chinese Communist Party launches a brutal crackdown against 100 million citizens, a jaded American reporter and a team of innocent students risk everything to expose the deadly propaganda and fight for freedom.",Drama,1h 48min,Unsilenced
424,"5,4",73%,Oliver Milburn,Scott K. Andrews,A 15-year old flees to his school after an apocalyptic event.,"Comedia
Drama
Terror",1h 45min,School's Out Forever
425,"7,3",84%,Scooter Powell,Rasheed Stephens,A betrayed married woman's life change in one day after running into a man whose life has reached a crossroad. They make the right choices and their lives change between forever.,"Drama
Romance",1h 23min,Between Forever
