,0,1,2,3,4,5,6,7
10,"3,8",,Angelica De Alba,Paul Ragsdale,"Phoebe is an obsessed fitness nerd who gets her big break on a sleazy workout video. After being ridiculed by her co-stars, Phoebe befriends a mafia princess wild child, who teaches her how to murder her way to the top.","Comedia
Terror
Suspense",1h 24min,Murdercise
11,"6,5",,Taika Waititi,Taika Waititi,"Desde que se unió a la FIFA en 1983, Samoa Americana ha perdido todos los partidos que ha jugado. No solo eso, sino que no ha metido ni un solo gol. Con su nuevo entrenador, tanto el equipo como el entrenador encuentran su camino","Comedia
Drama
Deporte",1h 44min,El peor equipo del mundo (Next Goal Wins)
12,"6,1",,Vladislav Alex Kozlov,Natalia Dar,"The mysterious Lady in Black claiming to be the last love of the first screen sex symbol Rudolph Valentino, dies in her Hollywood apartment. The only contact the detective finds is the business card of the young filmmaker Paul Harts.",Drama,1h 36min,Silent Life: The Story of the Lady in Black
13,"5,6",,Vicente Alves do Ó,Vicente Alves do Ó,Biopic of the famous portuguese artist Amadeo de Souza Cardoso.,"Biografía
Drama",1h 38min,Amadeo
14,"6,7",,Michael B. Jordan,Keenan Coogler,"Tras dominar el mundo del boxeo, Adonis ha prosperado en su carrera y en su vida familiar. Cuando un amigo de la infancia y antiguo prodigio del boxeo resurge, el enfrentamiento entre ellos será más que una pelea.","Acción
Drama
Deporte",1h 56min,Creed III
15,"5,4",,Bruno Gascon,Bruno Gascon,"What if, at the end of World War II, an economic crisis had spread to every nation, including those that had not directly taken part in hostilities?",Drama,1h 21min,Pátria
16,"7,0",,Maritza Brikisak,Charles Bourland,"Sophie Hagan, a retired nurse, turned her home into a Transitions Shelter. The lives of a terminally ill woman, an alcoholic magician, a PTSD veteran, a young drug addict and a grieving mother are explored in the 'Cottonwood' residence.","Comedia
Drama",1h 25min,Sophie's Rules
17,"6,0",,Vamshi Paidipally,Vamshi Paidipally,Vijay Rajendran es un hombre feliz y afortunado. Las cosas cambian cuando su padre adoptivo muere inesperadamente.,"Acción
Comedia
Drama",2h 49min,Varisu
18,"5,4",,Scott Beck,Scott Beck,Un astronauta se estrella en un misterioso planeta y descubre que no está solo.,"Acción
Aventura
Drama",1h 33min,65
19,"8,5",,Niv Klainer,Travis Andre RossGabriel OlivaNiv Klainer,"Tim is a drug dealer in his mid-30s who wanders aimlessly through the empty streets of central valley, California. Following his brother's sudden death, Tim finds himself responsible for his 10-year-old nephew.",Drama,1h 30min,Central Valley
20,"6,7",,Benjamin Caron,Brian Gatewood,Nadie es lo que parece en este thriller neo-noir ambientado en Nueva York donde imperan la manipulación implacable y los peligrosos juegos de poder.,"Crimen
Drama
Suspense",1h 56min,Embaucadores
21,"6,2",,Edgar Pêra,Luísa Costa GomesEdgar Pêra,"Pessoa famously published under many heteronyms: around 75 different names, each with fully fleshed out backgrounds, styles, appearances and philosophies. Taking this a step further, Não Sou Nada gives flesh to these characters, all working together under Pessoa, enacted by Miguel Borges, at the publishing house The Nothingness Club. Though mostly similar in appearanc... Leer todo",Drama,1h 32min,The Nothingness Club - Não Sou Nada
22,"2,7",,Om Raut,Manoj Muntashir,Una adaptación de la mitología india que representa el triunfo del bien sobre el mal.,"Acción
Aventura
Drama",2h 59min,Adipurush
23,"4,5",,Rohit Dhawan,Hussain Dalal,"Bantu es odiado por su padre Valmiki desde que era un niño. Samara, su jefa, le muestra cariño hasta que descubre que los Jindals son sus padres. Bantu decide buscar a los Jindals y protegerlos de las amenazas a las que se enfrentan.","Acción
Comedia
Drama",2h 22min,Shehzada
24,"7,0",,Shantanu Bagchi,Parveez Sheikh,"In the 1970s, an undercover Indian spy takes on a deadly mission to expose a covert nuclear weapons program in the heart of Pakistan.","Acción
Drama
Historia",2h 9min,Mission Majnu
25,"3,3",,Meher Ramesh,Adi Narayana,"While attempting to build a life in Kolkata with his sister, a taxi driver must confront his dark past as he faces off against the city's underworld.","Acción
Crimen
Drama",2h 39min,Bholaa Shankar
26,"6,8",,Özgür Bakar,Nalan Merter Savas,"The amazing life story of ""Iron Woman"" Neslican Tay.",Biografía,2h 17min,Demir Kadin Neslican
27,"6,8",,Grant Singer,Grant Singer,"Nichols, un empedernido detective de Nueva Inglaterra, inquebrantable en su búsqueda de un caso en el que nada es lo que parece, que comienza a desmantelar las ilusiones de su propia vida.","Crimen
Drama
Misterio",2h 14min,Reptiles
28,"6,1",,Marta Díaz de Lope Díaz,Marta Díaz de Lope Díaz,"Manuela y Rosario, hermanas distanciadas, se reencuentran cuando los cuidadores de sus nietos, permiten que los niños se conozcan. Al enterarse del conflicto, intentan reconciliar a las familias de una manera estrafalaria y cariñosa.","Comedia
Drama",1h 31min,Los buenos modales
29,"6,2",,Fernando Vendrell,José Cardoso PiresRui Cardoso MartinsFernando Vendrell,"At the age of 71, a highly regarded writer, José Cardoso Pires, suffers a major stroke and loses his memory and the ability to relate to the rest of the world. Everybody seems to defy the famous author to write another novel that recounts this adventure telling his ""last story"", the most conclusive of his career, the one of his accidental journey to the clear shadows ... Leer todo",Biografía,1h 54min,Sombras Blancas
30,"6,2",,Sandeep Reddy Vanga,Suresh Bandaru,"A menudo ausente por motivos de trabajo, el padre es incapaz de comprender la intensidad del amor de su hijo. Irónicamente, este ferviente amor y admiración por su padre y su familia crea un conflicto entre padre e hijo.","Acción
Crimen
Drama",3h 24min,Animal
31,"4,3",,Gunasekhar,Sai Madhav Burra,"The love story of King Dushyantha and Shakuntala, daughter of sage Vishwamitra and nymph Menaka. Due to a sage's curse, Dushyant forgets all about Shakuntala, until destiny brings them together again.","Drama
Fantasía
Romance",2h 29min,Shaakuntalam
32,"5,5",,Sean McNamara,Brian Egeston,"Después de que su piloto muere inesperadamente en pleno vuelo, Doug White debe aterrizar con seguridad el avión y salvar a toda su familia de un peligro que parece insuperable.",Drama,1h 42min,Vuelo al límite
33,"6,8",,Tomas Masin,Marek EpsteinBarbara Masin,"Dos hermanos escapan de la Checoslovaquia comunista en 1953, desatando una persecución masiva. Vistos como héroes y villanos, intentaron unirse al ejército estadounidense en Berlín.",Acción,2h 15min,Bratri
34,"6,8",,Luc Walpoth,Luc Walpoth,"When Maria, a Mexican émigré, becomes pregnant, she keeps quiet, fearing that her husband Giorgio, who thinks he's sterile, will suspect her of infidelity. This silence divides the couple.",Drama,1h 35min,Peripheric Love
35,"5,9",,Naphat Chitveerapat,Naphat ChitveerapatLalil Kittitanaphan,"Tong and his group of friends are in love with the same girl, Lin. Tong is forced to be supervised by another student due to his bad behavior. And his school life changes learning, playing and finding the first love.",Comedia,2h,My Precious
36,"4,1",,Joe Cornet,Craig Hamann,Un misterioso pistolero ruso ayuda a un alguacil y a un alguacil en un enfrentamiento con una banda de forajidos sedienta de sangre conocida como Los Hellhounds que han invadido su pequeña ciudad del este de Texas.,"Acción
Drama
Del oeste",1h 20min,Tiroteo en Rio Bravo
37,"5,8",,André Téchiné,André TéchinéCédric Anger,"A lieutenant from a contingent of the French army stationed in Mali, who is seriously injured when his armoured vehicle explodes.",Drama,1h 40min,Les âmes soeurs
38,"6,5",,Karan Johar,Shashank Khaitan,"Magnifica el poder del amor, abarca las complejidades de las relaciones y celebra la belleza de las familias perfectas e imperfectas.","Comedia
Drama
Familiar",2h 48min,Rocky Aur Rani Kii Prem Kahaani
39,"7,2",,Abu Bakr Shawky,Mufarrij Almajfel,Matar has to give everything to fight for Hofira's life in this ageless coming of age drama.,Drama,1h 57min,Hajjan
40,"6,1",,Guillaume Maidatchevsky,Guillaume Maidatchevsky,"Follows the journey of Clémence and her kitty, Rroû, as they leave Paris to spend the holidays in the countryside. While there, Rroû enjoys the wildlife and befriends Câline, a white kitten who prowls in the woods.","Aventura
Drama
Familiar",1h 23min,"Mon chat et moi, la grande aventure de Rroû"
41,"6,3",,Mårten Klingberg,Anna Heinämaa,"Follows Eva, who is left with time on her hands, but develops a friendship with the great actor Harald Skoog realizing that life is not yet over, in fact, it may have even just begun.","Comedia
Drama
Romance",1h 54min,Andra akten
42,"6,0",,Andreas Öhman,Andreas Öhman,"Successful cartoonist Lisa and her siblings gather at their parents' farm for the first time in over ten years. The parents want only one of them to inherit the forest, which has been in the family's possessions for generations.",Comedia,1h 45min,En dag kommer allt det här bli ditt
43,"5,1",,S. Kathiresan,K.P. Thirumaaran,"Rudhran is a happy IT man living with his family until the moment his life is turned upside down. He comes upon a major criminal network including a businessman, Rudhran embarks on a mission to expose him the criminal network.","Acción
Drama
Suspense",2h 29min,Rudhran
44,"5,4",,Aki Avni,Avi AmarAki Avni,"""Let the party begin"" is the story of the country's greatest film producer whose film wins at the Cannes Film festival. However, after two years of struggling through the corona virus crisis, difficulties with investors wanting their money back, films not distributed and a difficult divorce settlement, Jonathan must sell his company with all its assets. Unaware of the... Leer todo",Drama,1h 27min,Let the Party Begin
45,"8,3",,Christopher Nolan,Christopher Nolan,La historia del científico J. Robert Oppenheimer y su rol en el desarrollo de la bomba atómica.,"Biografía
Drama
Historia",3h,Oppenheimer
46,"7,6",,Rupinder Inderjit,Rupinder Inderjit,An adventurous road trip takes Harman and Scarlett on a journey not only through love and life but also leaves them heartbroken. Will the star-crossed lovers ever meet?,"Drama
Romance",2h 3min,Nigah Marda Ayi Ve
47,"6,3",,Larry Yang,Larry Yang,Un doble de riesgo fracasado y su caballo de acción se convierten de la noche a la mañana en una sensación en las redes sociales cuando su pelea en la vida real con los cobradores de deudas se vuelve viral.,"Acción
Comedia
Drama",2h 6min,Long ma jing shen
48,"7,2",,Milos Radunovic,Milos Radunovic,Sigue la historia de las personas que fueron expulsadas de Krajina en 1995 y el sufrimiento del pueblo serbio en Croacia.,"Drama
Bélico",2h 37min,Oluja
49,"5,7",,Nina Ognjanovic,Nina Ognjanovic,An unexpected visit radically changes the life of a small isolated place in Serbia. Jana (18) will do everything to save the stranger that she thinks will take her far from there.,Drama,1h 21min,Ovuda ce proci put
50,"6,0",,Philippe Garrel,Philippe GarrelArlette LangmannJean-Claude Carrière,"Three siblings, a father and a grandmother run a business in the form of a travelling puppet show. When the father dies, the remaining family members try to keep his legacy alive.",Drama,1h 36min,Le grand chariot
51,"3,0",,Peter Noel,Peter Noel,"In 2063 a soldier named 129 escapes from Merdocorp. The company is chasing him. They have serious technological developments: cloned organs, robots, flying cars. The soldier does not remember anything, but he wants to know his past.",Acción,1h 26min,129
52,"8,6",,Dylan Verrechia,Dylan Verrechia,Nana has to deal with the overbearing family of her boyfriend and overall abuse.,Comedia,1h 29min,La Pura Vida
53,"6,6",,Remy van Heugten,Gustaaf PeekRemy van Heugten,A family's stability is shaken by the teenage son's drift towards extremism,Drama,1h 39min,Mascotte
54,"8,7",,Jamison Bright,Sydney BarberaJamison BrightDan Brosseau,A cerebral aesthetic adventure about a start-up detective and one of his first missions.,Acción,1h 32min,Statica
55,"5,9",,Ted Geoghegan,Ted Geoghegan,"Cinco veteranos militares, mejores amigos desde la infancia, se reúnen para apoyar a su problemático anfitrión y los fantasmas metafóricos de su pasado se vuelven demasiado literales.","Drama
Historia
Terror",1h 32min,Brooklyn 45
56,"6,8",,Yoshiyuki Momose,Yoshiaki Nishimura,"El amigo imaginario de Amanda, Rudger, acaba en la Ciudad de los Imaginarios, hogar de los amigos imaginarios abandonados. Amanda se embarca en una aventura para reunirse con él.","Animación
Aventura
Drama",1h 45min,El imaginario
57,"5,5",,Brett Donowho,Carl W. Lucas,"Un viejo pistolero y su hija deben enfrentarse a las consecuencias de su pasado, cuando el hijo de un hombre al que asesinó hace años llega para vengarse.","Acción
Drama
Del oeste",1h 35min,Camino de la venganza
58,"7,7",,George Miller,George Miller,"Al caer el mundo, la joven Furiosa es arrebatada del Lugar Verde de Muchas Madres y cae en manos de una gran horda de motoristas liderada por el señor de la guerra Dementus.","Acción
Aventura
Ciencia ficción",2h 28min,Furiosa: De la saga Mad Max
59,"6,2",,Siddharth Anand,Siddharth Anand,Un joven con aspiraciones llamado Shamsher Pathania debe superar sus obstáculos tras alistarse en las Fuerzas Aéreas de la India para convertirse en un héroe de las Fuerzas Armadas indias.,"Acción
Drama",2h 46min,Fighter
60,"5,4",,Trivikram Srinivas,Trivikram Srinivas,"Sigue a Guntur Karam, el rey del inframundo de la ciudad de Guntur, mientras se enamora de una periodista que trabaja para exponer las actividades ilegales en la ciudad.","Acción
Drama",2h 39min,Guntur Kaaram
61,"5,7",,Sagar Ambre,Sagar Ambre,"Tras fracasar en asegurar un avión secuestrado, Arun Katyal es acusado por el sistema. Años después, otro vuelo es secuestrado y Arun está a bordo. ¿Traidor o patriota? La verdad se revela a 15, 000 pies de altura.","Acción
Drama
Suspense",2h 10min,Yodha
62,"4,1",,Ali Abbas Zafar,Aditya Basu,"Con sus personalidades opuestas y sus métodos inconformistas, Bade Miyan y Chote Miyan tienen que superar sus diferencias y trabajar juntos para transportar a los delincuentes a la imparcialidad y preservar el día.","Acción
Ciencia ficción
Suspense",2h 43min,Bade Miyan Chote Miyan
63,"8,6",,Rui Constantino,Rui Constantino,"The Stellar corporation discovers a new source of power on an extraterrestrial planet and sends a soldier to recover a sample of that energy, on Earth Dr. Robert Clay, head of the investigation team, develops a suit based on that energy.","Acción
Ciencia ficción",1h 30min,Dark Fusion
64,"8,0",,Andre Chiew,Joel SohAbhilash ChandraAyam Fared,"Five siblings who have abandoned their thieving days are forced out of retirement to carry out their biggest heist yet, at the cost of everything they hold dear.",Acción,2h 1min,The Experts
65,"7,6",,Syafiq Yusof,Yusof Haslam,"Sheriff y Nazri, agentes de policía, se unen contra Tony, un mortífero capo de la droga que dirige un letal sindicato de la metanfetamina.","Acción
Aventura
Crimen",2h 13min,Sheriff: Narko Integriti
66,"5,0",,Andrey Bogatyrev,Olga Pogodina-Kuzmina,"Robbers in shamanic masks attack the convoy and steal 40 pounds of gold. The St. Petersburg gold miner accuses the nomadic Tungus tribe, recruits a detachment of thugs to return the stolen goods and take revenge, but not only he has prospects for gold.",Acción,1h 54min,Zoloto Umalty
67,"6,7",,Muta'Ali,Mitch Lowe,"Explora la fundación de la empresa y la implosión del negocio por inversores externos que se hicieron con la empresa, la dejaron en quiebra y bajo investigación.","Documental
Comedia
Crimen",1h 36min,Auge y caída de MoviePass
68,"5,7",,Matthew Vaughn,Jason Fuchs,"Argylle, el mejor espía del mundo, se ve envuelto en una aventura alrededor de todo el planeta.","Acción
Comedia
Suspense",2h 19min,Argylle
69,"5,7",,Raman Hui,David Magee,"Tom Lee, un joven Sinoestadounidense, luego de la muerte de su abuela, tiene que ser el aprendiz del Sr. Hu, el tigre parlante y aprender magia antigua para convertirse en el nuevo guardian de un antiguo fenix.","Animación
Acción
Aventura",1h 24min,El aprendiz de tigre
70,"5,6",,Daniel Anda,Ruben AndaDaniel AndaLill Kristine Anda,"A billionaire invites a failed writer, a misogynistic psychiatrist, a cocaine-sniffing children's TV star, and a psychotic journalist to a haunted cabin for Easter. A thrilling detective game turns deadly when one is found beheaded. Trapped by a snowstorm, they are forced expose the murderer among them, before it is too late. Based on Knut Nærums bestseller.",Comedia,1h 29min,Døde menn går på ski
71,"5,7",,Klim Shipenko,Darya GratsevichAnton MorozenkoDmitry Permyakov,"Grisha, a former spoiled brat, who was a serf and became a man, after a trip to the ""past"" is sensitive to any injustice. And, of course, he cannot get past the lawlessness that the impudent and spoiled Katya creates. It is not surprising that soon spoiled girl finds itself in a different time.",Comedia,1h 54min,Kholop 2
72,"6,1",,Gil Kenan,Gil Kenan,"Cuando el descubrimiento de un antiguo artefacto desata una fuerza maligna, los Cazafantasmas nuevos y veteranos deben unir sus fuerzas para proteger su hogar y salvar al mundo de una segunda edad de hielo.","Aventura
Comedia
Fantasía",1h 55min,Cazafantasmas: Imperio helado
73,"6,3",,Mike Mitchell,Jonathan Aibel,"Sigue a Po en sus aventuras por la antigua China, donde su amor por el kung fu sólo es comparable a su insaciable apetito.","Animación
Acción
Aventura",1h 34min,Kung Fu Panda 4
74,"5,2",,Janeen Damian,Kirsten Hansen,"Cuando el amor de su vida se compromete con su mejor amiga, Maddie deja a un lado sus sentimientos para ser dama de honor en su boda en Irlanda.","Comedia
Fantasía
Romance",1h 33min,Un deseo irlandés
75,"9,5",,Caner Erzincan,Caner ErzincanCeren Keklik,"Muhittin, who owns a monopoly in one of the slums of Istanbul, finds it difficult to make ends meet by producing his own alcohol.",Comedia,1h 55min,Üç Günlük Dünya
76,"6,3",,Sean Charmatz,Charlie Kaufman,"Sigue a Orion, un niño que tiene miedo a las alturas, a las mascotas y que queda casi catatónico por la oscuridad. La Oscuridad lo lleva a un viaje nocturno para demostrarle al joven que lo único a lo que hay que temer es al miedo mismo.","Animación
Aventura
Comedia",1h 33min,Orión y la oscuridad
77,"5,7",,Goga Mamadzhanyan,Gayk AsatryanYerziya Yertles,"Viktor and Olga have long been living in a hateful marriage. They've finally paid off their mortgage and seem to enjoy life in their own apartment, but the neighbors on the side turn out to be too passionate for a new building with thin walls. One day, those same neighbors come to the couple with an offer to have sex together. Viktor and Olga refuse, then agree, refus... Leer todo",Comedia,1h 23min,Neprilichnye gosti
78,"5,5",,Marius Vaysberg,Sergey NotariusMaksim Peshkov,"The sought-after and spoiled actor Slava loses everything at once - contracts, popularity, good relations with his family. However, the protagonist does not give up and, together with his agent, comes up with a dangerous adventure - to bury himself alive in order to resurrect his career and start from scratch.",Comedia,1h 35min,Konets Slavy
79,"6,5",,John Krasinski,John Krasinski,Sigue a una niña que pasa por una experiencia difícil y entonces empieza a ver a los amigos imaginarios de todo el mundo que se han quedado atrás cuando sus amigos de la vida real han crecido.,"Animación
Comedia
Drama",1h 44min,Amigos imaginarios
80,"6,2",,Siddharth Anand,Siddharth Anand,Un joven con aspiraciones llamado Shamsher Pathania debe superar sus obstáculos tras alistarse en las Fuerzas Aéreas de la India para convertirse en un héroe de las Fuerzas Armadas indias.,"Acción
Drama",2h 46min,Fighter
81,"6,7",,Muta'Ali,Mitch Lowe,"Explora la fundación de la empresa y la implosión del negocio por inversores externos que se hicieron con la empresa, la dejaron en quiebra y bajo investigación.","Documental
Comedia
Crimen",1h 36min,Auge y caída de MoviePass
82,"5,4",,Trivikram Srinivas,Trivikram Srinivas,"Sigue a Guntur Karam, el rey del inframundo de la ciudad de Guntur, mientras se enamora de una periodista que trabaja para exponer las actividades ilegales en la ciudad.","Acción
Drama",2h 39min,Guntur Kaaram
83,"8,6",,Denis Villeneuve,Denis Villeneuve,"El duque Paul Atreides se une a los Fremen y comienza su entrenamiento para convertirse en Muad'Dib, mientras trata de evitar el terrible futuro que ha previsto: una guerra santa en su nombre, esparciéndose por todo el universo conocido.","Acción
Aventura
Drama",2h 46min,Dune: Parte dos
84,"5,7",,Raman Hui,David Magee,"Tom Lee, un joven Sinoestadounidense, luego de la muerte de su abuela, tiene que ser el aprendiz del Sr. Hu, el tigre parlante y aprender magia antigua para convertirse en el nuevo guardian de un antiguo fenix.","Animación
Acción
Aventura",1h 24min,El aprendiz de tigre
85,"5,7",,Sagar Ambre,Sagar Ambre,"Tras fracasar en asegurar un avión secuestrado, Arun Katyal es acusado por el sistema. Años después, otro vuelo es secuestrado y Arun está a bordo. ¿Traidor o patriota? La verdad se revela a 15, 000 pies de altura.","Acción
Drama
Suspense",2h 10min,Yodha
86,"8,7",,Cameron Ashplant,Cameron Ashplant,"The frontier is closing, but the imagination of the west remains. Decades since the genocide of a local tribe, there is one final 'wild-man'. Benjamin wishes to rid the land of the indigenous peoples, tasking Henry with extermination.","Drama
Historia
Del oeste",1h 20min,Last Flamingo of the Red Summer Sunset
87,"7,9",,Kelsey Mann,Meg LeFauve,"Riley, en su adolescencia, al encuentro de nuevas emociones.","Animación
Aventura
Comedia",1h 36min,Del revés 2 (Inside Out 2)
88,"7,6",,Yüksel Aksu,Onur BöberEmrah SaltikÖzden Uçar,"It tells the life story of Cem Karaca, the legendary name of Anatolian rock music, who has created many works.",Biografía,2h 3min,Cem Karaca'nin Gözyaslari
89,"7,0",,Ekin Pandir,Caner ErzincanKoray Yeltekin,Biography of Baris Telli about his accident at a young age to being a professional in many sports.,Biografía,2h 5min,Hayatla Baris
90,"4,6",,Ken Del Conte,Hector Echavarria,"An action-packed love story on the Mexican border featuring oppression, revenge, reincarnation and rebirth.",Acción,1h 30min,Death Calls
91,"3,8",,Uwe Boll,Tim McGregor,"A blood red moon, dying animals and torrential rain are just some of the catastrophes that are wreaking havoc on the world on a global scale. Even more unsettling is how quiet everything is. Could these events signify Armageddon?","Acción
Terror
Suspense",1h 32min,The Final Storm
92,"3,4",,Christian Sesma,Christian Sesma,"Twisted humor and bullets fly when a young couple shopping for wedding rings and two brothers who can't seem to get along, become entangled with a crazy mob boss out for revenge.","Acción
Comedia",1h 20min,Matad al héroe
93,"3,3",,David Betances,David BetancesSevier Crespo,"A high-speed accident on the freeways of Los Angeles reveals a turf war between two competing car-theft rings of sexy all-girl crews. Streetwise young cop Brandy Martinezis assigned by lieutenant Baynes (Steven Bauer) to go undercover and infiltrate one of the crews. When Brandy falls for Carlo, an undercover cop also investigating the gangs, the two find themselves i... Leer todo",Acción,1h 14min,Fast Lane
94,"6,4",,Erik Skjoldbjærg,Christopher Grøndahl,"The movie portrays Norway's most spectacular robbery, where 11 men occupied central Stavanger for twenty minutes and escaped with 57 million kroner (appx $10 million). A police officer was shot and killed.",Acción,1h 27min,Nokas
95,"7,4",,Aleksandr Kott,Aleksey DudarevVladimir EryominEkaterina Tirdatova,"A war drama set during the Nazi invasion of the Soviet Union in June 1941, in which Soviet troops held on to a border stronghold for nine days.",Acción,2h 18min,La fortaleza Brest
96,"3,9",,Joseph Guzman,Joseph Guzman,"Abusada mentalmente, esclavizada y forzada a la prostitución, una hermana despiadada, dada por muerta, se embarcará en una misión directamente de Dios, golpeando a los pecadores en su guerra santa, estrictamente personal.","Acción
Comedia
Suspense",1h 31min,Nude Nuns with Big Guns
97,"4,2",,Stuart St Paul,Stuart St Paul,"A Russian gang in the UK traffic Eastern Europeans then enslave them, the women to sex, the men to illegal fights. They cross a local businessman and a war escalates.","Acción
Crimen
Drama",1h 32min,Freight
98,"4,7",,William Wedig,Manny Perez,An ex-thug and his son attempt to find a way to move past impossible circumstances to forge a bond that has been forever broken by the murder of the child's mother.,"Acción
Drama",1h 17min,Forged
99,"5,5",,Kevin Smith,Robb Cullen,"Jimmy tiene un raro cromo de béisbol con el que espera pagar por la boda de su hija, pero un gánster obsesionado con los cromos de coleccionista se lo roba, y Jimmy intenta darle caza.","Acción
Comedia
Crimen",1h 47min,Vaya par de polis
100,"5,7",,Howard J. Ford,Howard J. Ford,"An American mercenary, the sole survivor of a plane crash, has to run the gauntlet across Africa, battling with the living dead.","Acción
Aventura
Drama",1h 45min,Los muertos
101,"5,1",,Brendon O'Loughlin,Rishi Opel,"The Baseline is the centre of the East London grime club scene and the queue regularly stretches around the block. Danny works on the door - breaking up fights and managing drunk kids. However, when he rescues Terry, the club owner and local gang leader, from a hitman, Danny is suddenly plunged deep into an underworld he had tried so hard to avoid. Danny is promoted t... Leer todo","Acción
Crimen
Drama",1h 36min,Baseline
102,"7,4",,Milan Luthria,Rajat Arora,"As a smuggler rises to power in in 1970s Mumbai, a younger gangster seeks to overthrow him and a police officer is caught in the middle.","Acción
Crimen
Drama",2h 14min,Once Upon a Time in Mumbaai
103,"5,2",,Junji Sakamoto,Kikumi Yamagishi,A blind master swordsman attempts to lead a quiet life with his wife but he is provoked back into battle.,Acción,2h 12min,Zatôichi: The Last
104,"4,3",,Jonathan Glendening,Adam Phillips,"Sarah Tyler returns to her troubled family home in the isolated countryside, for a much put-off visit. As a storm rages outside, Sarah, her family and friends shore up for the night, cut off from the outside world. But something comes out of the driving rain and darkness. Something that holds a dark secret so devastating that, in one night, it could wipe out the entir... Leer todo",Acción,1h 21min,13Hrs
105,"6,4",,Nimród Antal,Alex Litvak,"Un grupo de guerreros de élite se lanza en paracaídas a una selva desconocida, siendo cazados por miembros de una raza alienígena despiadada.","Acción
Aventura
Ciencia ficción",1h 47min,Predators
106,"4,1",,Warren P. Sonoda,Hector Echavarria,"The best fighter in the world works two jobs. The only problem... he doesn't know he's the best. Ringo Duran, the son of Gracie Duran, a famous Argentinian kick boxer, works two jobs to make ends meet. His passion, full contact fighting. His goal, fulfill a lifelong dream of becoming a professional fighter. Ringo has put off attempts at a professional career for so lo... Leer todo","Acción
Drama
Deporte",1h 49min,Unrivaled
107,"5,8",,Hervé Renoh,Hervé RenohRomain Lévy,"From multicultural Paris to designer Paris, Montmartre to the Champs-Elysées, sleazy sidewalks to high-end galleries... Watch out! Sam the courier is a man on a mission! On his scooter, Sam breaks every rule of the road to make good on the ""express delivery"" promise of the courier service he works for. But however hard he tries, Sam never gets a bonus from his boss, n... Leer todo",Acción,1h 38min,Coursier
108,"4,5",,Anees Bazmee,Ikram Akhtar,"Bank robbers, diamond thieves, a minister's homicide, and a hyper wife are just some of the challenges faced by a bumbling senior police officer.","Acción
Comedia
Crimen",2h 19min,No Problem
109,"7,5",,Takashi Miike,Kaneo Ikegami,Varios asesinos forman un grupo con la misión suicida de asesinar a un hombre malvado.,"Acción
Aventura
Drama",2h 21min,13 asesinos
110,"5,1",,Claudio Fragasso,Rossella Drudi,"Colonel Moresco and twelve of his soldiers occupy a Sicilian hospital, taking all patients and doctors hostages and giving an ultimatum to the Italian Government: if Rome will not admit its role in having hided the proofs of the use of depleted uranium's weapons in the Balcan Wars and the subsequent, countless cases of cancer among the soldiers of the Italian Army due... Leer todo",Acción,1h 47min,Le ultime 56 ore
