,0,1,2,3,4,5,6,7
12,"2,8",,Ted Fox,Ted Fox,"Stephan Bonnar is Troy Jennings, a mixed-martial-arts superstar whose girlfriend is kidnapped by ex-fighter Lucien Gallows. In a desperate attempt to rescue her, Troy must challenge eight fighters and face Gallows in a fight to the death.",Acción,1h 26min,Supreme Champion
13,"7,6",,Keith Mosher,David Sean Greider,"You ever have one of those days? Follow Gruff as he has one of the longest days ever. It all starts when Tony Revario (the Boss of a prominent Las Vegas crime family) sends Vinnie and Rocco to find an accountant, that embezzled a lot of money from the Revario Crime Family. Vinnie and Rocco get the wrong apartment and the wrong guy. They end up in Gruff's apartment and... Leer todo",Acción,1h 25min,One Long Day
14,"8,0",,Jesse Johnson,Jesse Johnson,"David Reeves (Fred Doss) is no one special. A mundane job as an accountant and an empty house comprise his life. Day in and day out, he goes through the same routine he has for the past five years. He feels hollow and alone. He is... nobody. Until one day a chance encounter changes everything. Now as he evades capture by the powers that be, he must fight to uncover a ... Leer todo","Corto
Acción",30min,Double Negative
15,"6,3",,Sanjay Puran Singh Chauhan,Sanjay Puran Singh Chauhan,A cricketer turns kick-boxer in order to avenge the death of his brother.,"Acción
Drama
Deporte",2h 25min,Lahore
16,"3,6",,Keith Alan Morris,Keith Alan Morris,"Gutter King is an urban coming-of-age fight drama about a tough street kid just released from the Juvenile Department of Corrections. His new foster father tries to channel the boy's rage into the world of amateur bare-knuckle brawling, but his jealous brother has other plans.",Acción,1h 38min,Gutter King
17,"4,4",,Brad Peyton,Ron J. Friedman,La guerra en curso entre las especies canina y felina queda en suspenso cuando unen sus fuerzas para frustrar a una espía felina con sus propios planes siniestros de conquista.,"Acción
Comedia
Familiar",1h 22min,Como perros y gatos: La revancha de Kitty Galore
18,"5,4",,Carmen Madden,Carmen Madden,"Since closing the door to a violent past, quiet and thoughtful Moses Stanton everyday existence is running a small neighborhood store, and watching over his daughter who doesn't know he exists. When a young man, Malik, comes in claiming to be a black Muslim that is doing good for the neighborhood, Moses takes him on as a partner but soon realizes that Malik is nothing... Leer todo","Acción
Drama",1h 45min,Everyday Black Man
19,"6,7",,Daniel Espinosa,Daniel Espinosa,"Cuando JW se convierte en un narcotraficante para mantener su doble vida, su destino se vincula con otros dos hombres: Jorge, un fugitivo que huye de la mafia y la policía serbia, y el mafioso Mrado, que está a la caza de Jorge.","Acción
Crimen
Drama",2h 4min,Dinero fácil
20,"5,9",,Faruk Kabir,Faruk KabirSarim Momin,"Two impoverished youth take to crime, are held in a juvenile home, and become gangsters after being discharged.",Acción,2h 3min,Allah Ke Banday
21,"3,8",,Mitchell Klebanoff,Mitchell Klebanoff,"An orphaned boy who dreams of being a ninja arrives in Hollywood to try and find his birth parents, where he gets mixed up in a crime.","Acción
Comedia
Crimen",1h 38min,Dancing Ninja
22,"6,1",,Ari Taub,Caio Ribeiro,"Set in Northern Italy during the last embers of the war, the beleaguered vanguard of Axis forces suffer daily bombings and the constant threat of attack from local partisans. Tempers begin to flare between these 'allies' as they await their impending doom.",Acción,1h 28min,Last Letters from Monte Rosa
23,"5,4",,Tony Krantz,Erik Jendresen,A private detective is hired to find a missing stripper. A simple job turns complicated when everyone he questions ends up dead.,"Acción
Crimen
Misterio",1h 41min,La partícula de Dios
24,"7,1",,Elijah Drenner,Elijah Drenner,"A documentary about the history of exploitation movies, from the silent-film era to the 1970s.",Documental,1h 20min,American Grindhouse
25,"4,9",,Arash Zaree,Mehrdad JafarianArash Zaree,"A simple kind woman leads a hard, unsatisfactory life with her husband. She unintentionally caused her husband's death. But she begins a new life with his dead body.",Drama,1h 42min,When I Became a Butterfly
26,"6,9",,Harun Baysan,Harun BaysanÇetin Kurt,"Akif, who has to look after his diseased father, is a draft dodger. He has no one to entrust his father to. There is only one way to avoid compulsory military service. He gets close to Ugur who is exempt from military service.",Corto,30min,Akif
27,"7,2",,Dinesh S. Yadav,RuhinSuryapal SinghDinesh S. Yadav,"The film is a metaphorical depiction of the turtle where in a drought struck village of Rajasthan, Sanjay Mishra (as Ramkaran Choudhary), is churning the parched, sun baked earth, to extract water and the common folk indulged in a tug of war, rotating on his shell, desperate to quench their thirst.",Drama,1h 15min,Turtle
28,"8,7",,Daniel Roy,Daniel RoyVanessa Yuille,Tom returns home after many combat tours only to find himself fighting another war from within.,Corto,5min,22
29,"6,2",,Faranak Moradi,Faranak Moradi,Lili is a waitress and obsessed with sound. she can't stand her loneliness more than before.,Corto,8min,M Like Mobius
30,"8,2",,Mariana Arriaga,Guillermo ArriagaSantiago Arriaga,Two young men are found in a small town in northern Mexico. The only thing left in the crime scene is an AR-15. We follow the gun to see where it came from; the United States.,Corto,15min,B-167-980-098
31,"6,2",,Pannu Gande,Darbha Appaji AmbarishaPrasad ChandekarMahesh Pawan,Lost Einstein is about Doomsday. A black hole is approaching our earth in 500yrs which will wipe out the complete solar system. A young kid - Santhosh shows extraordinary Intelligence and Worlds Top physicists and Scientists give him a name - Young Einstein. He grows up developing a theory of harnessing gravity. It is the only hope everyone has for saving earth from c... Leer todo,Drama,48min,Lost Einstein
32,"7,3",,Robert Rodriguez,James Cameron,Una historia llena de acción sobre el viaje de autodescubrimiento de una joven que quiere descubrir la verdad sobre quién es y luchar para cambiar el mundo.,"Acción
Aventura
Ciencia ficción",2h 2min,Alita: Ángel de combate
33,"5,9",,David Lam,Man-Lung Ho,"William Luk, goes undercover as a prisoner to investigate correctional officers who are receiving bribes.","Acción
Crimen",1h 36min,'P' fung bou
34,"4,7",,Len Kabasinski,Len Kabasinski,"Tough and sexy ""Hellcat"" club member Kat (Lisa Neeld) gets framed for a crime she didn't commit and sent to a gruesome women's prison ruled by a maniacal warden (Patricia Culliton). She must fight her way out in order to get her revenge against ruthless and sadistic biker gang leader Rosie (Donna Hamblin).....and get help from her former lover ""Snake"" (Len Kabasinski)... Leer todo",Acción,1h 22min,Hellcat's Revenge II: Deadman's Hand
35,"5,0",,Yûki Kobayashi,Noboru IguchiYûki KobayashiJun Tsugita,"Equipadas con armas especiales, dos hermanas se enfrentan al jefe de una red de sustracción de órganos y su ejército de secuaces.",Acción,1h 15min,Rise of the Machine Girls
36,"5,2",,Daniel Yee Heng Chan,Daniel Yee Heng Chan,"My brother ""Investing"" and his younger brother ""Electric Rabbit"" grew up in an orphanage. They were adopted by the school worker ""Thunder Sir"" and received the help of ""Lei Master"" and stayed in the village boxing gym. The intensive support for the younger brother to go to school, but the electric rabbit made an underground punch to make money, was expelled from schoo... Leer todo",Acción,1h 48min,We Are Legends
37,"8,1",,Alex Helfrecht,Alex Helfrecht,"When Boris and Olga arrive at the port of Dover with precious cargo, the border authorities, headed by the formidable Mrs. Pyke (Olivia Williams), uncover truths hidden - quite literally - within our protagonists.","Corto
Comedia",12min,NYET! - a Brexit UK Border Farce
38,"7,0",,Eric Raunio,Eric Raunio,An aspiring picture artist goes to great lengths to produce just the right pieces for his upcoming show. Break a leg.,Corto,3min,Modern Art
39,"8,5",,Hugo,François Dupont,Yves goes to the lavatory to wash his clothes. His wife rings him and the wreath because he forgot to take the laundry soap. Yves will he get out of it?,Corto,2min,Laisse Yves tranquille
40,"5,7",,Paul Burger,Paul Burger,A couple tries to spice up their love life by inviting an old friend back into the bedroom.,Corto,6min,New Things
41,"8,2",,Devon Perez,Devon PerezHart Perez,Irish Splash is a short film that reimagines whiskey as a cooking condiment.,Corto,1min,Irish Splash
42,"5,6",,Nick Gatsby,Nick Gatsby,The Tenant continuously fails to escape his deadly apartment in under 5 minutes.,Comedia,51min,My Neighbor Wants Me Dead
43,"6,9",,Sergey A.,Sergey A.,"The main character named Dima Maslennikov is sent to the eerie forest to shoot the next episode of his show. However, the filming is not going according to plan. The flock of bloodthirsty sharks started hunting at Dmitriy.","Acción
Comedia
Terror",50min,Forest of the Dead Sharks
44,"5,6",,Dakhil Al-Nabhan,Maziad Al-Muasharji,"As Eisa and his friend Marwan travel through time to the year 2038, he falls in love with Rawan who leads a group of rebellions against Seri, a company that produces robots.",Comedia,1h 28min,Back from 2038
45,"8,5",,Sergey A.,Sergey A.,"In an ordinary village there is a present unknown evil, from which there is no mercy.",Corto,4min,Toilet of Satan
46,"4,9",,Helmi Yusof,Nurul SalajuddinHelmi Yusof,"As Bidin tries to convince his Thai girlfriend's family to let him marry her, he also has to settle an issue between him and an old enemy of his.",Acción,1h 34min,Bikers Kental 2
47,"7,4",,Barry Brewer,Barry Brewer,Taped in front of two sold out crowds at the Studebaker Theater in his hometown of Chicago; this stand up comedy special is the culmination of Barry's real life experiences interwoven with over fifteen years as a stand up comic.,Comedia,1h 18min,Chicago I'm Home
48,"8,0",,Dimiter Dimitroff,Dimiter Dimitroff,There is something that comes after you die and before you meet your maker. Paperwork.,Corto,13min,The Afterlife Bureau
49,"7,2",,Germaine Dulac,Louis Delluc,"Coveted by two different men, a woman turns to a third man instead.",Drama,1h 7min,La fête espagnole
50,"6,6",,Nuanxing Zhang,Tuo LiNuanxing Zhang,"Sha Ou is a volleyball player and works hard against her injuries resulting from training. In spite of her defeat in an international competition and the the death of her boyfriend, she insists on her training.",Drama,1h 24min,Sha Ou
51,"7,1",,John Bailey,Ron Hansen,Set in a turn-of-the-century religious community about a nun who has recently taken her vows.,Drama,1h 41min,Mariette in Ecstasy
52,,,,,,Drama,1h 48min,Bolden
53,,,,,,Corto,39min,Where Were You
54,,,,,,Comedia,1h 32min,Jagtsæson
55,,,,,,Drama,2h 19min,Pattabhiraman
56,,,,,,"Corto
Drama",17min,Riviera
57,,,,,,Corto,27min,Shakira
58,,,,,,Drama,1h 41min,Barof 2019
59,,,,,,Drama,1h 44min,"In Their Own Words, Billy the Kid & The Lincoln County War"
60,,,,,,Drama,1h,Mesto!
61,,,,,,Corto,13min,Viola
62,,,,,,Corto,17min,Afganistanii
63,,,,,,"Acción
Biografía
Drama",1h 46min,The Sholay Girl
64,,,,,,Documental,28min,St. Louis Superman
65,,,,,,Drama,1h,Encrypted: The Cyber Crime
66,,,,,,Drama,1h 31min,Death Whisper
67,,,,,,Corto,14min,Rewind
68,"6,2",,Daria Onyshchenko,Claudia Lehmann,"Un maestro de ucraniano y una estudiante adolescente rebelde, ambos de la ciudad oriental de Luhansk, se enamoran durante el tiempo tumultuoso de la ocupación de la ciudad por parte de los separatistas prorrusos.","Drama
Romance
Bélico",1h 45min,Zabuti
69,"6,7",,Çigdem Bozali,Çigdem BozaliElif Akarsu Polat,"The separation from her first love makes Zeynep into a lonesome woman; trying to find her lost love in letters she writes to prison inmates, she is led to one sentenced to life in prison.",Drama,1h 44min,Kader Postasi
70,"7,0",,Alicia K. Harris,Alicia K. Harris,A young girl wears her afro to school on picture day and must deal with the unexpected consequences.,Corto,11min,Pick
71,"7,0",,P.R. Arun,P.R. Arun,"The film revolves around the struggles faced by Alice, a cyclist.","Drama
Deporte",2h 2min,Finals
72,"6,4",,Ranjit Jeyakodi,Ranjit Jeyakodi,The relationship between a guy and a girl becomes complicated when the latter gets tired of the former's impatient behaviour.,"Drama
Romance",2h 33min,Ispade Rajavum Idhaya Raniyum
73,"6,5",,Raimundas Banionis,Raimundas BanionisRenata Serelyte,"During World War II a young Jewish boy, Josef, was taken away from his family and sent to Russia. When war was coming to an end, a 19-year-old Josef returns home, hoping to find his parents. However, the atmosphere of war is still there: the central part of his native small town is controlled by the Soviets, while the surroundings are controlled by partisan fighters. ... Leer todo",Drama,1h 46min,The Purple Mist
74,"6,8",,Qasim Khallow,Qasim Khallow,La joven Enakshi es diagnosticada con alopecia cuando empieza a perder su pelo.,"Comedia
Drama",1h 50min,Gone Kesh
75,"6,8",,Kathy Wells,Scott Abrams,"When Kent, A rude and obnoxious business man enters a coffee shop and decides to piss off the wrong man at the wrong time, His whole life changes.",Corto,11min,Coffee with a Madman
76,"3,6",,Tito da Costa,Larry Leahy,A surf-skate action-thriller about five best friends who set out on a road trip that quickly turns into an epic battle for survival.,"Acción
Aventura
Terror",2h,Road to Red
77,"4,9",,Jeff Wadlow,Jeff Wadlow,"El Sr. Roarke hace realidad los sueños de sus huéspedes. Sin embargo, cuando todo se convierte en una pesadilla, los invitados tienen que resolver el misterio de la isla para poder escapar con vida.","Fantasía
Terror
Misterio",1h 49min,Fantasy Island
78,"5,3",,Vincent Paronnaud,Vincent Paronnaud,"La compañía de los lobos es la mejor que la del hombre. Érase una vez en una época de locos, una mujer conoce a un hombre.","Acción
Terror
Suspense",1h 27min,Hunted
79,"5,3",,Mikhail Red,Mixkaela VillalonMikhail Red,"En una universidad en cuarentena, un grupo de estudiantes debe unirse si quieren sobrevivir durante un brote de infección viral mortal.",Acción,1h 41min,Block Z
80,"8,4",,Shaarath Vihari,Shaarath Vihari,"After the mysterious death of Heena Siddiqui, an investigative journalist at Global Post News, her colleague Nick decides to take her investigation forward with help from his long-time friend Sasha, where they encounter incredibly powerful Super-Soldiers.",Acción,51min,The Glint of Darkness: Revolution
81,"5,2",,Benjamin Galland,Corey FischerBenjamin GallandDonna Laemmlen,"Bret takes an inexperienced Rose rock climbing in the High Sierras, but then Bret falls and gets injured. With no way to retreat off the wall, the only way down is up and their fate is in Rose's hands. It's ""climb or die"".",Acción,1h 29min,Gripped: Climbing the Killer Pillar
82,"3,9",,Matt Routledge,Johnny Walker,Un ex agente militar de élite y su tripulación son contratados por un millonario problemático para limpiar y asegurar una parcela de tierra heredada recientemente.,"Acción
Terror
Suspense",1h 26min,Tribal Get Out Alive
83,"5,8",,Alberto de Toro,Jaime Marques,"Durante una misión de la guerra civil española, el capitán de la Quinta Brigada, Jan Lozano, y un conductor caen prisioneros de un pelotón enemigo. La única posibilidad de escapar es hacer frente a una misión casi imposible.","Acción
Comedia
Terror",1h 41min,Malnazidos
84,"6,0",,Ambrose Kwok,Ken Lo,"An unyielding courage, to live and let die. Kit FOK (starring Zhen Feng SUN) is the hottest underground boxer, with his unbeatable records. His great success thanks to the outstanding tutor - Debo (starring Ken LOW). After few years, the business of the boxing studio went bad. Kit FOK must win this battle against Sholin (starring Zi Ping ZHENG) who is well-known as ""K... Leer todo",Acción,1h 25min,Zuìran de quantou
85,"6,4",,Chad Bruns,Chad BrunsZane Hershberger,"Two kidnappers, a dealer, a group of college kids, and a killer converge in an abandoned school. Once they cross paths, chaos ensues, and it's a race to survive the night.",Acción,1h 17min,Force to Fear
86,"2,0",,Terry Spears,Terry Spears,A skilled young female agent is tasked with capturing a rogue former agent before she can unleash a biological weapon starting with the wealthy and powerful purveyors of the international sex trade.,Acción,1h 41min,Agent Jade Black
87,"5,2",,Ka-Fai Wong,CherryyokoSamson Sun,"Fuk Wor Triad member Ting (by Michael Tse Tin Wah) and Senior Inspector Tuen (by Pakho Chau) of the Regional Anti Triad Unit are moles that have been planted by the rival party. Within 10 years, Ting has risen through the ranks within the organization, but deep down he is fed-up with the dead-end job as an undercover cop. Whereas for Tuen - the soon-to-be youngest-eve... Leer todo",Acción,1h 30min,Wu jian xing zhe zhi Sheng si qian xong
88,"6,0",,Patrice Laliberté,Charles Dionne,Un accidente fatal en un campo de entrenamiento de supervivencia remota hace que los participantes entren en pánico y prepara el escenario para un enfrentamiento escalofriante.,"Acción
Suspense",1h 23min,El declive
89,"7,8",,Michael Risley,Michael Risley,An Albanian boy accidentally releases a turkey and must get it back in time for New Year's Eve dinner.,Corto,10min,The Last Supper
90,"4,0",,Graham Abraham,Graham AbrahamJulie DeStefanoBenjamin Johnson,"When a whistle-blower has been found murdered, a state police detective named Karen investigates a suburban water supply pollution scandal that a chemical company is trying to cover up in New York state.",Acción,1h 10min,Trail to the Reservoir
91,"4,5",,Santhanamoorthy,Santhanamoorthy,"After the police inspector Kunthavai picks up a complex murder case for investigation, she takes the help of Danny, a smart police dog, to unearth a gang of dangerous criminals involved in serial killing.",Acción,1h 40min,Danny
92,"6,6",,Johannes Stenberg,Joacim LandinStefan KarlssonMartin Gottenborg,"A man, driving his kids in his car falls asleep during a red light stop and real bad things start to happen.",Corto,13min,The Rage
93,"6,9",,Cédric Jimenez,Audrey Diwan,"Una brigada de policía trabaja a tiempo completo en los peligrosos barrios del norte de Marsella, donde el nivel de delincuencia es más alto que en cualquier otro lugar de Francia.","Acción
Crimen
Drama",1h 45min,BAC Nord: Brigada de Investigación Criminal
94,"6,3",,Guillaume Pierret,Guillaume Pierret,Un delincuente de poca monta que trabaja de mecánico para un departamento de policía corrupto tiene que probar su inocencia cuando su mentor es asesinado.,"Acción
Crimen
Suspense",1h 32min,La bala perdida
95,"3,6",,Brandon Cornett,Sareta CheathemRonnie Kirk,Making the mistake of robbing a powerful drug dealer. A group of friends are forced to rob a bank to make amends.,Acción,1h 32min,Code of Thieves
96,"6,1",,Teddy Chan,Fendou Liu,"Decidido a llevar el honor a su clan, el joven Dong Yilong se embarca en un peligroso viaje para competir en un torneo que selecciona a guerreros para la batalla.","Acción
Aventura
Fantasía",1h 50min,Zheng tu
97,"5,1",,George Tounas,George Tounas,Special agents undercover Ace and Sandy face an unexpected situation in Maximum City as they try to get a job done against a crime organization.,"Corto
Acción
Crimen",10min,City Rush
98,"5,9",,Karthick Naren,Karthick Naren,A narcotics officer engages in a cat-and-mouse chase to capture a powerful criminal kingpin not knowing that it could have a connection to the truth in his past.,"Acción
Crimen
Drama",1h 53min,Mafia
99,"5,1",,Ajai Vasudev,Aneesh Hameed,A ruthless moneylender must tackle a wicked man's plan to outsmart his way out of the debt to achieve what's rightfully his.,"Acción
Drama
Suspense",2h 10min,Shylock
100,"6,2",,Vicente Amorim,Vicente AmorimAurélio AragãoGustavo Bragança,"In the 90s, Rio de Janeiro was shaken by a wave of kidnappings. Security forces call controversial agents to help save the city from thugs and also from the police itself.",Acción,2h 14min,A Divisão
101,"7,3",,Karuna Kumar,Tammareddy Bharadwaja,"Mohan Rao and his elder brother face Pedda Shavukar and Chinna Shavukar, a political battle where low caste fights the high caste power.","Acción
Drama",2h 24min,Palasa 1978
102,"6,6",,Omer Inal,Omer InalOzkan Kucuk,"The story is about three people who have never met, facing the consequences of their choices while their lives change entirely. Aylin's, Fikret's and Cihangir's choices which seem instantaneous and insignificant, reveal unseen results in each other's lives. The lives of these three people will have unpredictable results.",Acción,1h 45min,Hayalet: 3 Yasam
103,"5,6",,R.S. Durai Senthilkumar,R.S. Durai Senthilkumar,"Sakthi is a petty thief in a Chennai slum, who learns the Adimurai, the ancient and oldest form of martial arts. Meanwhile, an evil man and his son challenge Sakthi for a kickboxing tournament, and Sakthi agrees to participate in it.","Acción
Drama",2h 21min,Pattas
104,"4,8",,Maciej Dutkiewicz,Arkadiusz BorowikMaciej Dutkiewicz,"In the Masurian scenery, the story of two inseparable friends - policemen who, after ostentatiously leaving the service, opens a pub and a marina by the charming lake in Morag. However, their respite from challenges does not last long - they are quickly drawn into the middle of a criminal mystery involving an attractive businesswoman. In addition, things get complicat... Leer todo",Acción,1h 44min,Wyzwanie
105,"6,8",,Ahmet Atalay,Ahmet AtalayLeon TomlinsonChristopher Ulaski,"In the near future, a mysterious virus has taken over a large portion of the world's population.Upon contamination, it kills the host within a day. There is no permanent cure, only a temporary serum that resets every 24 hours.Special forces mercenary Noah's young daughter is one of the infected. When a permanent cure is stolen from a top-secret lab by a mysterious ter... Leer todo",Corto,37min,The Cure
106,"7,3",,Bejoy Nambiar,Bejoy Nambiar,"Sunny golpea a un criminal, don Kuljinder, en el baño de un hotel hiriéndolo gravemente y dejándolo a morir.","Acción
Suspense",2h 23min,Taish
107,"7,2",,Iki Ènèng,Iki Ènèng,A group of brave superheroes has to come together to save the multiverse from evil terrorist birds.,Animación,2h,The Forevers
108,"5,7",,Trish Sie,Sarah Rothschild,"Clancy y su hermano Kevin descubren que su madre, Margot, una ama de casa aparentemente normal, es en realidad una exladrona de guante blanco en el programa de protección de testigos.","Acción
Aventura
Comedia",1h 40min,Una noche de locos
109,"6,7",,Robert Peters,Samantha IwowoNyaradzo MutsauriMthenjwa Vivian,Mugabe rises from being a prisoner to power as a guerrilla fighter but gradually becomes the world's top tyrant. After four decades in power his allies do the unexpected.,Acción,2h,Mugabe
110,"4,9",,Rakesh Mehta,Jass Grewal,"Para luchar contra la corrupción en una universidad Punjab, un estudiante en su último año anuncia su candidatura a Grewal en las elecciones.","Acción
Drama",1h 55min,Ik Sandhu Hunda Si
111,"5,5",,Hakan Kursun,A. Kadir Bozkurt,The story of a group of soldiers going to Gallipoli War.,Acción,1h 47min,Mendilim Kekik Kokuyor
112,"7,3",,Nehesh Poll,Nehesh Poll,"Después de huir de sus corruptos empleadores, un ex oficial de las Fuerzas Especiales se he filtrado conduciendo un taxi durante 4 años, cuando de repente es visitado por alguien de su pasado.",Acción,1h 30min,It's About Choices
113,"1,5",,Joy Jones,Christina Alexandru,Un grupo de jóvenes amigos debe usar El Libro como guía para navegar a través del caos y la destrucción que se está revelando ante sus ojos para sobrevivir.,"Acción
Aventura
Familiar",1h 32min,The Coming
114,"7,6",,Ritam Srivastav,Akhilesh Choudhary,"the life journey of the dreaded dacoit Shiv Kumar Patel who ruled the lands of Bundelkhand for twenty-eight years and had the entire police, administration and the politicians being obedient to him.","Acción
Drama",1h 41min,Taanashah
115,"5,4",,Robert Zemeckis,Robert Zemeckis,"A finales de 1967, un pequeño huérfano se va a vivir con su abuela a Demopolis, un pueblo de Alabama. El niño y su abuela tienen extraños encuentros con brujas aparentemente glamurosas, pero absolutamente diabólicas.","Aventura
Comedia
Familiar",1h 46min,Las brujas de Roald Dahl
116,"9,4",,Tye Banks,Bo Alambis,Liquor House Comedy presents the Big 3 featuring stand up comedians Brian Isley (New York's Apollo Theater) Bo Alambis and Ampston Hews. None of these three comedians are a like. They all bring a unique style of stand up comedy.,"Documental
Comedia",46min,The Big 3
117,"5,3",,Jan Kounen,Fabrice Roger-Lacan,"El CEO de una gran empresa vitivinícola internacional debe reunirse nuevamente con su torpe primo para renovar el contrato que le permite administrar la marca, hundiéndose en un agujero de aventuras y catástrofes en el proceso.",Comedia,1h 44min,Mi primo
118,"9,2",,Patrick Neff,Patrick Neff,Jayne and her team are assigned to rework the all-important Wellington Proposal by 6:00am. Setbacks and complications result in a hilarious race to the finish line.,Corto,16min,Pajama Party Work Night
119,"5,2",,Moa Gammel,Henrik EngströmMattias GrosinMartin Widmark,Lasse and Maja have had their detective agency shut down by the police chief when a customer ask for help to prove her father is innocent of the train robbery he was convicted of. Lasse and Maja now see their great chance to show off.,Aventura,1h 22min,LasseMajas detektivbyrå - Tågrånarens hemlighet
120,"4,7",,Theodore Boborol,Daisy Cayanan,It follows Pat Reyes who is a hardworking hostel manager and online vegetable seller who trains her boss' hardheaded and exiled grandson as a hostel employee.,"Comedia
Romance",1h 47min,James & Pat & Dave
121,"6,9",,Johannes Naber,Oliver Keidel,El experto en armas bioquímicas Arndt Wolf sigue obsesionado con la idea de que Saddam esconde algo tras buscar sin éxito armas de destrucción masiva en Irak como miembro de una misión especial de las Naciones Unidas.,"Comedia
Crimen
Historia",1h 48min,Guerra de mentiras (Curveball)
122,"8,6",,Caitlin Carleton,Caroline Newton,The story of three horse girls as they prepare for the annual Calypso Township Model Horse Competition.,Corto,19min,Fantasy Pony
123,"7,6",,Collin Levin,Nicolai DorianCollin LevinNicholas Tuttle,"A young jazz guitarist, Jazzen Goodman, dreams of becoming a jazz legend. He hires his best friend Dylan to film him on his journey through the jazz world.",Comedia,1h 33min,In a Silent Way
124,"7,2",,Gabriela Ivette Sandoval,Roberto Andrade Ceron,Mariano is a screenwriter who graduated from school six years ago and hasn't written a single script. Conflict begins when his cousin brings home a girlfriend who Mariano falls deeply in love with.,Comedia,1h 31min,"Ok, está bien..."
125,"6,3",,Addison Binek,Stephen AlbersAddison BinekGreg DeLiso,A killer gorilla escapes from the Detroit Zoo and goes on a murdering spree.,Comedia,1h 4min,Psycho Ape!
126,"7,1",,Rocko Zevenbergen,Rocko Zevenbergen,"After a moment of total teenage angst, a young punk finds himself at odds with a psychedelic monster of his own creation.",Comedia,1h 47min,I Need You Dead!
127,"4,1",,Leslie Thomas,Leslie Thomas,An ensemble relationship comedy about a young couple whose marriage is in crisis. Their therapist prescribes a weekend of total honesty - the same weekend they're going to the country with close friends for a blowout good time.,Comedia,1h 30min,Honesty Weekend
128,"5,4",,Mélissa Drigeard,Mélissa Drigeard,"Los miembros de una pareja aparentemente feliz, cada uno con sus respectivos amantes, tienen la misma idea: pasar el fin de semana en su casa de vacaciones. Encontrarse allí es sólo el comienzo de un fin de semana incómodo e hilarante.",Comedia,1h 41min,Un lío inesperado
129,"6,2",,Marvick Eduardo Núñez Aguilera,Charbel Harp Calderoní,"Cuando secuestran a su hermana, Chema debe reclutar a los superhéroes mexicanos que alguna vez fueron famosos para la ""Liga de los 5"".","Animación
Acción
Comedia",1h 29min,La Liga de los 5
130,"4,7",,Petter Holmsen,Karsten Fullu,"Everything that can go wrong goes wrong when care free ski bums, frustrated cabin owners, skiing Danes and partying youngsters team up on a Norwegian mountain resort with a very absent hotel manager.",Comedia,1h 27min,Fjols til fjells
